age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
*,Private-sector,277788,Higher-education,10,Married-spouse-present,Non-manual,Wife,White,Female,0,0,25,North-America,<=50K
*,Private-sector,103435,Pre-higher-education,9,Previously-married,Manual-or-service,Unmarried,White,Male,0,0,40,North-America,<=50K
*,Private-sector,37646,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Self-employed,210278,Higher-education,13,Never-married,Non-manual,Own-child,White,Male,0,0,30,North-America,<=50K
*,Private-sector,335357,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,Non-White,Male,0,0,40,North-America,<=50K
*,Self-employed,272165,Pre-higher-education,5,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,148995,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,60,North-America,>50K
*,Self-employed,113434,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,132551,Higher-education,14,Previously-married,Non-manual,Unmarried,White,Female,0,0,35,North-America,<=50K
*,Government,115433,Higher-education,12,Married-spouse-present,Non-manual,Wife,White,Female,7688,0,33,North-America,>50K
*,Private-sector,227890,Pre-higher-education,9,Never-married,Manual-or-service,Other-relative,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,503012,Pre-higher-education,3,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,Central-America,<=50K
*,Private-sector,250873,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,407930,Pre-higher-education,4,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,148187,Pre-higher-education,7,Never-married,Manual-or-service,Other-relative,White,Male,0,0,40,North-America,<=50K
*,Private-sector,159322,Pre-higher-education,9,Never-married,Manual-or-service,Other-relative,White,Male,0,0,40,North-America,<=50K
*,Private-sector,334368,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,196328,Higher-education,13,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,270842,Higher-education,14,Previously-married,Non-manual,Not-in-family,White,Female,0,0,50,North-America,>50K
*,Private-sector,235079,Pre-higher-education,1,Previously-married,Manual-or-service,Unmarried,Non-White,Male,0,0,10,North-America,<=50K
*,Unknown,327154,Pre-higher-education,9,Previously-married,Unknown,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,188391,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,7298,0,50,North-America,>50K
*,Government,30559,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,0,40,North-America,<=50K
*,Government,255098,Higher-education,13,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,248010,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,<=50K
*,Private-sector,193130,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,0,16,North-America,<=50K
*,Private-sector,108670,Pre-higher-education,9,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,186172,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
*,Private-sector,348854,Higher-education,10,Previously-married,Non-manual,Unmarried,White,Female,0,0,27,North-America,<=50K
*,Private-sector,271828,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,148606,Pre-higher-education,6,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,35,North-America,<=50K
*,Private-sector,24896,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,White,Female,0,0,30,Western-Europe,<=50K
*,Private-sector,573583,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,48,Western-Europe,>50K
*,Self-employed,106175,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,2392,75,North-America,>50K
*,Private-sector,307767,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,200574,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,59083,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,1672,50,North-America,<=50K
*,Private-sector,358056,Pre-higher-education,7,Previously-married,Manual-or-service,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Government,262042,Pre-higher-education,9,Previously-married,Non-manual,Own-child,White,Female,0,1138,40,North-America,<=50K
*,Private-sector,206010,Pre-higher-education,8,Never-married,Manual-or-service,Own-child,White,Female,0,0,8,North-America,<=50K
*,Self-employed,183869,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,Unknown,>50K
*,Private-sector,159001,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,30,North-America,<=50K
*,Private-sector,155818,Higher-education,10,Never-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,96055,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,White,Female,0,0,45,North-America,<=50K
*,Government,131776,Higher-education,14,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,228613,Pre-higher-education,7,Never-married,Manual-or-service,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,198163,Higher-education,14,Married-spouse-present,Non-manual,Wife,White,Female,0,0,40,North-America,<=50K
*,Private-sector,37028,Higher-education,10,Previously-married,Non-manual,Unmarried,White,Female,0,0,38,North-America,<=50K
*,Private-sector,177304,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,144064,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,<=50K
*,Private-sector,146659,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
*,Self-employed,26904,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,98,North-America,<=50K
*,Private-sector,238917,Pre-higher-education,4,Never-married,Manual-or-service,Other-relative,White,Male,0,0,36,North-America,<=50K
*,Private-sector,170148,Pre-higher-education,9,Previously-married,Manual-or-service,Unmarried,Non-White,Male,0,0,40,North-America,<=50K
*,Self-employed,27821,Higher-education,11,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,<=50K
*,Private-sector,220460,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,101320,Higher-education,12,Married-spouse-present,Non-manual,Wife,White,Female,0,1902,40,North-America,>50K
*,Private-sector,298696,Higher-education,13,Never-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,207202,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,70,North-America,<=50K
*,Unknown,230397,Higher-education,10,Never-married,Unknown,Own-child,White,Female,0,0,5,North-America,<=50K
*,Self-employed,180599,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,35,North-America,<=50K
*,Unknown,199046,Higher-education,11,Never-married,Unknown,Unmarried,White,Female,0,0,2,North-America,<=50K
*,Private-sector,240063,Higher-education,13,Never-married,Manual-or-service,Own-child,White,Male,0,0,25,North-America,<=50K
*,Government,177705,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,1740,48,North-America,<=50K
*,Private-sector,511361,Higher-education,10,Never-married,Manual-or-service,Own-child,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,89397,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,239439,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Wife,Non-White,Female,0,0,40,North-America,<=50K
*,Self-employed,36989,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,200068,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,35,North-America,>50K
*,Private-sector,454941,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,107218,Higher-education,13,Never-married,Non-manual,Own-child,Non-White,Male,0,0,20,North-America,<=50K
*,Government,182070,Pre-higher-education,7,Never-married,Manual-or-service,Own-child,White,Female,0,0,16,North-America,<=50K
*,Private-sector,176360,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,Non-White,Male,0,0,40,North-America,<=50K
*,Unknown,297396,Pre-higher-education,9,Never-married,Unknown,Own-child,White,Male,0,0,10,North-America,<=50K
*,Private-sector,84790,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,55,North-America,>50K
*,Private-sector,186787,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,42,North-America,<=50K
*,Private-sector,169662,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,42,North-America,>50K
*,Private-sector,125933,Higher-education,10,Previously-married,Non-manual,Unmarried,Non-White,Female,0,1669,38,North-America,<=50K
*,Unknown,35448,Pre-higher-education,9,Married-spouse-present,Unknown,Wife,White,Female,0,0,22,North-America,<=50K
*,Private-sector,225548,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,30,North-America,<=50K
*,Private-sector,103931,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,232618,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,35,North-America,>50K
*,Government,288548,Higher-education,14,Previously-married,Non-manual,Unmarried,White,Female,0,0,50,North-America,<=50K
*,Private-sector,220609,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Self-employed,26145,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,80,North-America,<=50K
*,Private-sector,268525,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,50,North-America,<=50K
*,Private-sector,121264,Higher-education,11,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Self-employed,29814,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,85,North-America,<=50K
*,Private-sector,193701,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Female,0,0,45,North-America,<=50K
*,Private-sector,183279,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,44,North-America,>50K
*,Private-sector,188612,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Self-employed,102771,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,52,North-America,>50K
*,Private-sector,85625,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Male,0,0,20,North-America,<=50K
*,Private-sector,131239,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,3103,0,45,North-America,>50K
*,Private-sector,182074,Pre-higher-education,9,Previously-married,Manual-or-service,Own-child,White,Male,0,0,35,North-America,<=50K
*,Private-sector,187046,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,90624,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,37933,Higher-education,10,Never-married,Non-manual,Unmarried,Non-White,Female,0,0,40,North-America,<=50K
*,Private-sector,182177,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Male,3325,0,35,North-America,<=50K
*,Private-sector,716416,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,44,North-America,>50K
*,Private-sector,190562,Pre-higher-education,9,Previously-married,Manual-or-service,Unmarried,White,Male,0,0,56,North-America,<=50K
*,Government,141583,Higher-education,10,Previously-married,Non-manual,Unmarried,Non-White,Female,0,0,35,North-America,<=50K
*,Private-sector,98941,Higher-education,14,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,>50K
*,Private-sector,201729,Pre-higher-education,5,Never-married,Manual-or-service,Other-relative,White,Male,0,0,30,North-America,<=50K
*,Self-employed,175485,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Self-employed,149168,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,30,North-America,<=50K
*,Private-sector,115971,Higher-education,10,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,161708,Higher-education,13,Never-married,Manual-or-service,Own-child,White,Female,0,0,30,North-America,<=50K
*,Government,244903,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,>50K
*,Private-sector,155664,Higher-education,10,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,112754,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,178385,Higher-education,14,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,48,South-Asia,<=50K
*,Private-sector,44064,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,25,North-America,<=50K
*,Self-employed,120939,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Private-sector,100405,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Wife,Non-White,Female,0,0,40,North-America,<=50K
*,Government,167864,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,30,North-America,<=50K
*,Private-sector,202950,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,45,North-America,<=50K
*,Private-sector,218188,Pre-higher-education,9,Previously-married,Manual-or-service,Other-relative,White,Female,0,0,32,North-America,<=50K
*,Private-sector,234962,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,2829,0,30,Central-America,<=50K
*,Unknown,177226,Pre-higher-education,9,Married-spouse-present,Unknown,Husband,White,Male,0,0,8,North-America,<=50K
*,Private-sector,259931,Pre-higher-education,4,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,189528,Pre-higher-education,4,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,60,North-America,<=50K
*,Private-sector,34996,Higher-education,10,Previously-married,Manual-or-service,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,112584,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Female,0,0,25,North-America,<=50K
*,Private-sector,117589,Higher-education,12,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Unknown,145234,Higher-education,10,Never-married,Unknown,Own-child,White,Male,0,0,30,North-America,<=50K
*,Private-sector,267086,Higher-education,11,Previously-married,Non-manual,Unmarried,White,Female,0,0,52,North-America,<=50K
*,Private-sector,44434,Higher-education,10,Previously-married,Non-manual,Other-relative,White,Male,0,0,35,North-America,<=50K
*,Private-sector,96130,Pre-higher-education,9,Never-married,Manual-or-service,Other-relative,White,Male,0,0,40,North-America,<=50K
*,Private-sector,181382,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,43,North-America,<=50K
*,Self-employed,168845,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,0,60,North-America,<=50K
*,Private-sector,271767,Higher-education,14,Previously-married,Non-manual,Not-in-family,White,Male,0,0,45,North-America,>50K
*,Private-sector,194636,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
*,Government,194894,Higher-education,16,Never-married,Non-manual,Not-in-family,White,Female,4787,0,40,North-America,>50K
*,Private-sector,132686,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Self-employed,185848,Pre-higher-education,9,Never-married,Non-manual,Not-in-family,White,Male,4650,0,50,North-America,<=50K
*,Government,184378,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Government,270859,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,231866,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,65,North-America,<=50K
*,Private-sector,36032,Higher-education,10,Never-married,Non-manual,Not-in-family,Non-White,Female,0,0,40,North-America,<=50K
*,Government,172962,Higher-education,16,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,98350,Higher-education,15,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,1902,40,Southeast-Asia,>50K
*,Private-sector,24185,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
*,Private-sector,85088,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Female,0,1762,32,North-America,<=50K
*,Self-employed,94962,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,Western-Europe,<=50K
*,Private-sector,480861,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,<=50K
*,Self-employed,187702,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,2415,60,North-America,>50K
*,Private-sector,52262,Higher-education,10,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Government,52636,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,175273,Pre-higher-education,9,Previously-married,Manual-or-service,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,327825,Pre-higher-education,9,Previously-married,Manual-or-service,Unmarried,White,Female,0,2238,40,North-America,<=50K
*,Private-sector,125892,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,75,North-America,>50K
*,Unknown,78255,Pre-higher-education,9,Previously-married,Unknown,Not-in-family,White,Male,0,0,25,North-America,<=50K
*,Private-sector,398827,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,<=50K
*,Private-sector,208919,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
*,Government,365996,Higher-education,13,Previously-married,Non-manual,Unmarried,White,Female,0,0,6,North-America,<=50K
*,Private-sector,307638,Pre-higher-education,9,Previously-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Government,33068,Pre-higher-education,8,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,55,North-America,<=50K
*,Self-employed,254291,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
*,Government,125417,Higher-education,15,Never-married,Non-manual,Not-in-family,Non-White,Female,0,0,52,North-America,>50K
*,Government,28848,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,9,North-America,<=50K
*,Unknown,273425,Higher-education,11,Married-spouse-present,Unknown,Husband,White,Male,0,0,15,North-America,<=50K
*,Private-sector,195118,Pre-higher-education,9,Never-married,Manual-or-service,Other-relative,White,Male,0,0,35,North-America,<=50K
*,Private-sector,123273,Pre-higher-education,3,Previously-married,Manual-or-service,Not-in-family,White,Male,0,1876,56,North-America,<=50K
*,Private-sector,220115,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Male,0,0,30,North-America,<=50K
*,Private-sector,265706,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Self-employed,279129,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,30,North-America,<=50K
*,Self-employed,122742,Higher-education,12,Married-spouse-present,Non-manual,Husband,White,Male,15024,0,55,North-America,>50K
*,Self-employed,172654,Higher-education,15,Married-spouse-present,Manual-or-service,Husband,White,Male,15024,0,50,North-America,>50K
*,Private-sector,119199,Higher-education,13,Previously-married,Non-manual,Unmarried,White,Female,0,0,44,North-America,<=50K
*,Private-sector,107793,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,56,North-America,>50K
*,Private-sector,237943,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,60,North-America,<=50K
*,Self-employed,64632,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,<=50K
*,Self-employed,96245,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,361494,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Government,122850,Pre-higher-education,6,Married-spouse-present,Non-manual,Husband,White,Male,0,0,20,North-America,<=50K
*,Private-sector,173652,Higher-education,10,Never-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,164663,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,98678,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Male,0,0,15,North-America,<=50K
*,Private-sector,245529,Higher-education,12,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,55294,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,140583,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,Unknown,113044,Pre-higher-education,9,Previously-married,Unknown,Not-in-family,White,Male,0,0,30,North-America,<=50K
*,Private-sector,283499,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Male,0,0,30,North-America,<=50K
*,Government,51111,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,232475,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Male,0,0,50,North-America,<=50K
*,Private-sector,301654,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,376455,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,15024,0,60,North-America,>50K
*,Private-sector,229803,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,337639,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,130849,Higher-education,10,Never-married,Non-manual,Own-child,White,Female,0,0,15,North-America,<=50K
*,Private-sector,296282,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,266645,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
*,Government,110128,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,90196,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
*,Government,40024,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,0,38,North-America,>50K
*,Private-sector,144322,Pre-higher-education,9,Previously-married,Manual-or-service,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Self-employed,162340,Higher-education,10,Previously-married,Non-manual,Unmarried,White,Male,0,0,40,North-America,<=50K
*,Private-sector,169069,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,113601,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Male,0,0,30,North-America,<=50K
*,Self-employed,157145,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Male,0,2258,10,North-America,<=50K
*,Government,102076,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,White,Female,0,0,25,North-America,<=50K
*,Unknown,182117,Higher-education,10,Never-married,Unknown,Own-child,White,Male,0,0,40,North-America,<=50K
*,Self-employed,145409,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,15024,0,50,North-America,>50K
*,Private-sector,190122,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Private-sector,331482,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,1977,40,North-America,>50K
*,Self-employed,170114,Pre-higher-education,5,Married-spouse-present,Manual-or-service,Husband,White,Male,0,1672,84,North-America,<=50K
*,Self-employed,193188,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Government,267588,Higher-education,13,Married-spouse-present,Non-manual,Wife,White,Female,0,0,70,North-America,<=50K
*,Self-employed,200471,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
*,Government,322658,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
*,Government,263982,Higher-education,10,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,266287,Pre-higher-education,8,Never-married,Non-manual,Own-child,White,Female,0,0,35,North-America,<=50K
*,Private-sector,278187,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
*,Self-employed,81413,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,2352,65,North-America,<=50K
*,Private-sector,221745,Higher-education,10,Previously-married,Manual-or-service,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private-sector,140764,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Female,0,0,20,North-America,<=50K
*,Private-sector,206351,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
*,Private-sector,176814,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,99999,0,50,North-America,>50K
*,Government,245307,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,1977,48,North-America,>50K
*,Government,124971,Higher-education,16,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,Unknown,>50K
*,Private-sector,119545,Higher-education,10,Married-spouse-present,Non-manual,Own-child,White,Male,7688,0,50,North-America,>50K
*,Private-sector,179203,Higher-education,10,Never-married,Non-manual,Own-child,White,Female,0,0,20,North-America,<=50K
*,Government,44075,Higher-education,13,Never-married,Non-manual,Not-in-family,Non-White,Male,0,0,40,North-America,<=50K
*,Private-sector,178319,Higher-education,16,Married-spouse-present,Non-manual,Husband,White,Male,0,0,56,North-America,>50K
*,Private-sector,219754,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,198316,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,15024,0,50,North-America,>50K
*,Private-sector,168165,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Male,0,0,30,North-America,<=50K
*,Private-sector,356838,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,2829,0,55,Eastern-Southern-Europe,<=50K
*,Self-employed,210736,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,<=50K
*,Private-sector,173212,Higher-education,12,Never-married,Manual-or-service,Not-in-family,White,Male,2354,0,45,North-America,<=50K
*,Private-sector,130431,Pre-higher-education,3,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,36,Central-America,<=50K
*,Unknown,169809,Higher-education,13,Married-spouse-present,Unknown,Husband,White,Male,0,0,20,North-America,<=50K
*,Private-sector,197481,Higher-education,10,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private-sector,155066,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
*,Private-sector,31290,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,0,40,North-America,>50K
