record_id,marital-status,native-country,sex,age,capital-gain,capital-loss,education,hours-per-week,occupation,race,relationship,workclass
6486,Married-civ-spouse,United-States,Male,57,0,0,Masters,60,Prof-specialty,White,Husband,Local-gov
6676,Never-married,?,Male,25,0,0,Bachelors,40,Tech-support,Black,Not-in-family,Private
6894,Married-civ-spouse,Mexico,Male,27,0,0,Assoc-voc,40,Craft-repair,White,Husband,Private
6912,Married-civ-spouse,United-States,Male,31,0,0,HS-grad,60,Craft-repair,White,Husband,Private
6931,Married-civ-spouse,United-States,Male,35,0,0,HS-grad,35,Craft-repair,White,Husband,Private
6964,Married-civ-spouse,India,Male,29,0,0,Doctorate,60,Prof-specialty,Asian-Pac-Islander,Husband,Private
7023,Married-civ-spouse,United-States,Male,50,0,0,Prof-school,36,Prof-specialty,White,Husband,Private
7103,Married-civ-spouse,United-States,Male,32,0,0,Some-college,40,Sales,White,Husband,Private
7318,Divorced,United-States,Female,24,0,0,HS-grad,30,Sales,White,Unmarried,Private
7356,Divorced,United-States,Male,44,0,0,Assoc-acdm,40,Tech-support,Black,Not-in-family,Local-gov
7542,Never-married,United-States,Male,24,0,0,11th,40,Handlers-cleaners,White,Not-in-family,Private
7648,Married-civ-spouse,United-States,Male,53,0,0,HS-grad,40,Machine-op-inspct,White,Husband,Private
7735,Married-civ-spouse,Greece,Male,49,0,0,HS-grad,60,Sales,White,Husband,Self-emp-not-inc
7832,Married-civ-spouse,United-States,Male,43,0,0,Some-college,43,Sales,White,Husband,Private
8047,Married-civ-spouse,United-States,Male,62,0,0,Bachelors,50,Exec-managerial,White,Husband,Private
8051,Married-civ-spouse,United-States,Male,38,7688,0,Bachelors,42,Sales,White,Husband,Federal-gov
8069,Married-civ-spouse,United-States,Male,57,7298,0,5th-6th,84,?,White,Husband,?
8350,Married-civ-spouse,El-Salvador,Male,25,0,0,Some-college,25,Sales,White,Husband,Private
8362,Married-civ-spouse,United-States,Male,64,0,0,11th,48,Craft-repair,White,Husband,Private
8392,Married-civ-spouse,United-States,Female,30,0,1485,Assoc-acdm,37,Transport-moving,White,Wife,Private
8448,Married-civ-spouse,United-States,Male,49,0,0,Bachelors,45,Sales,White,Husband,Private
85,Divorced,United-States,Female,53,0,0,HS-grad,35,Sales,White,Own-child,Private
8658,Never-married,United-States,Male,20,0,0,Some-college,25,Sales,White,Not-in-family,Private
8660,Married-civ-spouse,United-States,Male,33,0,0,HS-grad,40,Craft-repair,White,Husband,Self-emp-not-inc
8710,Married-civ-spouse,United-States,Male,52,99999,0,Prof-school,65,Prof-specialty,Other,Husband,Self-emp-inc
8877,Never-married,United-States,Female,27,0,0,HS-grad,40,Adm-clerical,White,Not-in-family,Private
8903,Married-civ-spouse,?,Male,40,0,0,Bachelors,40,Sales,White,Husband,Self-emp-inc
8993,Separated,United-States,Male,39,0,0,Assoc-voc,40,Adm-clerical,Asian-Pac-Islander,Not-in-family,Private
9013,Never-married,United-States,Female,46,0,1564,Prof-school,55,Prof-specialty,White,Not-in-family,State-gov
9042,Never-married,United-States,Female,28,0,0,HS-grad,48,Other-service,Black,Not-in-family,Private
9071,Married-civ-spouse,United-States,Male,52,0,0,HS-grad,40,Handlers-cleaners,White,Husband,Private
9091,Married-civ-spouse,United-States,Male,59,0,0,Masters,40,Exec-managerial,White,Husband,Private
9279,Married-civ-spouse,United-States,Female,31,4386,0,HS-grad,40,Machine-op-inspct,White,Wife,Private
9351,Never-married,United-States,Male,64,0,0,11th,40,?,White,Unmarried,?
9355,Divorced,United-States,Male,51,0,0,HS-grad,40,Machine-op-inspct,Black,Own-child,Private
9362,Never-married,United-States,Male,27,0,0,HS-grad,40,Farming-fishing,White,Own-child,Local-gov
9553,Married-civ-spouse,Trinadad&Tobago,Male,38,0,0,HS-grad,48,Adm-clerical,Asian-Pac-Islander,Husband,Private
9573,Married-civ-spouse,United-States,Male,39,0,0,9th,25,Transport-moving,White,Husband,Private
9639,Married-civ-spouse,United-States,Male,46,0,0,Bachelors,55,Exec-managerial,White,Husband,Private
9668,Married-civ-spouse,United-States,Male,31,0,0,11th,40,Craft-repair,White,Husband,Private
