record_id,age,education,marital-status,native-country,occupation,race,relationship,sex,capital-gain,capital-loss,hours-per-week,workclass
7271,28,Some-college,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,40,Private
7404,24,HS-grad,Never-married,United-States,Other-service,Black,Not-in-family,Male,13550,0,50,Self-emp-inc
7784,24,Bachelors,Never-married,United-States,?,White,Not-in-family,Female,0,0,40,?
7886,43,Some-college,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,0,0,60,Private
7898,33,HS-grad,Married-civ-spouse,United-States,Other-service,White,Husband,Male,0,0,40,Private
7964,23,10th,Married-civ-spouse,?,Other-service,White,Husband,Male,0,0,40,Private
8005,23,Some-college,Married-civ-spouse,United-States,Other-service,Black,Husband,Male,0,0,50,Private
804,17,11th,Never-married,United-States,Sales,White,Own-child,Female,0,0,20,Private
8044,33,Assoc-voc,Never-married,United-States,Prof-specialty,Black,Unmarried,Female,0,0,26,Private
819,47,HS-grad,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,0,0,50,Private
8194,22,Some-college,Never-married,United-States,Tech-support,White,Own-child,Male,0,0,40,Private
8198,39,Some-college,Married-civ-spouse,United-States,Adm-clerical,White,Other-relative,Male,0,0,45,Federal-gov
834,72,11th,Widowed,United-States,?,White,Not-in-family,Female,0,0,24,?
8857,46,Bachelors,Never-married,United-States,Exec-managerial,White,Not-in-family,Male,0,0,55,Private
8904,38,Some-college,Divorced,United-States,Adm-clerical,White,Unmarried,Female,0,0,40,Federal-gov
9065,41,HS-grad,Married-civ-spouse,United-States,Craft-repair,Other,Husband,Male,0,0,40,Private
9075,36,HS-grad,Married-civ-spouse,United-States,Sales,White,Husband,Male,0,0,60,Private
9100,24,HS-grad,Never-married,United-States,Machine-op-inspct,White,Not-in-family,Male,0,0,40,Private
9357,69,HS-grad,Married-civ-spouse,United-States,Sales,White,Husband,Male,0,0,48,Self-emp-not-inc
9394,18,11th,Never-married,United-States,Other-service,White,Own-child,Female,0,0,19,Private
9513,24,Some-college,Never-married,United-States,Other-service,White,Not-in-family,Male,0,0,30,Private
9944,33,Assoc-acdm,Divorced,United-States,Sales,White,Not-in-family,Female,0,0,45,Private
9966,40,Bachelors,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,50,Private
