record_id,age,marital-status,native-country,occupation,sex,workclass,capital-loss,education,hours-per-week,race,relationship
8380,34,Never-married,United-States,Adm-clerical,Female,Federal-gov,0,Some-college,72,Black,Not-in-family
8553,20,Never-married,United-States,Other-service,Female,Private,0,Assoc-voc,20,White,Own-child
8641,23,Married-civ-spouse,United-States,Tech-support,Male,State-gov,0,Bachelors,38,White,Husband
8892,23,Divorced,United-States,Adm-clerical,Female,Local-gov,0,Some-college,70,White,Unmarried
8907,39,Never-married,United-States,Adm-clerical,Female,Private,0,Some-college,20,White,Own-child
8982,42,Married-civ-spouse,United-States,Sales,Male,Self-emp-inc,0,HS-grad,43,White,Husband
9200,60,Married-civ-spouse,United-States,Transport-moving,Male,Self-emp-not-inc,0,7th-8th,40,White,Husband
9491,46,Married-civ-spouse,United-States,Exec-managerial,Male,Private,0,Bachelors,44,White,Husband
9612,55,Never-married,United-States,Other-service,Male,Private,0,10th,29,White,Not-in-family
9734,35,Never-married,United-States,Exec-managerial,Male,Private,0,Bachelors,45,White,Not-in-family
9866,61,Married-civ-spouse,?,Prof-specialty,Male,Private,0,Masters,40,White,Husband
