record_id,age,marital-status,race,relationship,workclass,capital-gain,capital-loss,education,hours-per-week,native-country,occupation,sex
8408,28,Never-married,White,Not-in-family,Private,0,0,Bachelors,40,United-States,Adm-clerical,Female
8579,21,Never-married,Black,Own-child,Private,0,0,Some-college,25,United-States,Sales,Male
8778,33,Married-civ-spouse,White,Husband,Private,0,0,Masters,33,United-States,Prof-specialty,Male
8844,24,Never-married,Asian-Pac-Islander,Own-child,Private,0,0,Some-college,30,United-States,Handlers-cleaners,Male
8900,24,Married-civ-spouse,White,Husband,Private,0,0,HS-grad,40,United-States,Craft-repair,Male
8991,29,Married-civ-spouse,White,Wife,?,0,0,HS-grad,40,United-States,?,Female
9130,40,Married-civ-spouse,White,Husband,Private,0,0,Masters,50,United-States,Exec-managerial,Male
9136,35,Married-civ-spouse,White,Husband,Private,4064,0,Some-college,40,United-States,Sales,Male
9167,32,Never-married,White,Not-in-family,Self-emp-not-inc,0,0,Assoc-voc,40,United-States,Craft-repair,Male
9231,33,Married-civ-spouse,White,Husband,Private,0,0,7th-8th,40,United-States,Craft-repair,Male
9299,48,Married-civ-spouse,White,Husband,Self-emp-not-inc,0,0,Bachelors,40,United-States,Prof-specialty,Male
9352,41,Married-civ-spouse,White,Husband,State-gov,0,0,Doctorate,40,United-States,Prof-specialty,Male
9406,21,Never-married,White,Own-child,Private,0,1602,Some-college,16,United-States,Tech-support,Male
9439,58,Married-civ-spouse,White,Husband,Private,0,1887,10th,40,United-States,Transport-moving,Male
9673,49,Married-civ-spouse,White,Husband,Self-emp-not-inc,99999,0,Prof-school,35,United-States,Prof-specialty,Male
9676,70,Married-civ-spouse,White,Husband,Self-emp-not-inc,0,2377,Bachelors,12,United-States,Craft-repair,Male
9781,58,Married-civ-spouse,White,Husband,Private,0,0,Assoc-voc,40,United-States,Craft-repair,Male
9888,22,Never-married,White,Not-in-family,Private,0,0,11th,40,United-States,Sales,Female
9912,31,Divorced,White,Unmarried,Private,0,0,Some-college,40,United-States,Adm-clerical,Female
