record_id,education,marital-status,native-country,occupation,race,relationship,sex,workclass,age,capital-gain,capital-loss,hours-per-week
8407,Bachelors,Never-married,United-States,Exec-managerial,White,Not-in-family,Male,Private,31,0,1741,38
8572,Bachelors,Married-civ-spouse,Vietnam,Other-service,Asian-Pac-Islander,Husband,Male,Private,35,0,0,40
8672,10th,Divorced,United-States,Sales,White,Unmarried,Female,Private,61,0,0,40
8889,Some-college,Separated,United-States,Adm-clerical,Black,Not-in-family,Male,Private,35,0,0,40
8935,Some-college,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,54,0,0,50
9034,HS-grad,Never-married,United-States,Adm-clerical,White,Not-in-family,Female,Private,20,0,0,30
9123,Bachelors,Married-civ-spouse,United-States,Prof-specialty,Black,Husband,Male,Private,52,0,0,40
9164,Bachelors,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private,72,1455,0,6
9219,HS-grad,Never-married,United-States,Prof-specialty,White,Unmarried,Female,Private,21,0,0,55
9289,Assoc-acdm,Never-married,United-States,Exec-managerial,White,Not-in-family,Female,Private,19,0,0,50
9419,Bachelors,Divorced,United-States,Prof-specialty,White,Unmarried,Female,Private,35,0,0,32
9426,7th-8th,Divorced,United-States,Machine-op-inspct,White,Own-child,Male,Private,58,0,0,40
9778,9th,Married-civ-spouse,United-States,?,White,Husband,Male,?,67,0,0,15
9868,Bachelors,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private,36,0,1977,40
9873,Masters,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Local-gov,47,0,1977,41
9915,Some-college,Never-married,United-States,Sales,White,Not-in-family,Male,Private,29,0,0,60
