record_id,education,marital-status,native-country,occupation,relationship,workclass,age,capital-gain,capital-loss,hours-per-week,race,sex
7985,Bachelors,Never-married,United-States,Handlers-cleaners,Not-in-family,Private,33,0,0,30,White,Male
8008,HS-grad,Never-married,United-States,Handlers-cleaners,Own-child,Private,20,0,0,35,Black,Male
8020,10th,Divorced,United-States,Other-service,Unmarried,Private,34,0,0,38,White,Female
808,Bachelors,Married-civ-spouse,United-States,Prof-specialty,Husband,Private,64,0,0,40,White,Male
8264,Some-college,Married-civ-spouse,United-States,Machine-op-inspct,Husband,Private,49,0,0,60,Black,Male
8276,HS-grad,Never-married,United-States,Craft-repair,Own-child,Private,23,0,0,40,Black,Male
8294,Some-college,Never-married,United-States,Adm-clerical,Not-in-family,Federal-gov,50,0,0,40,White,Male
834,11th,Widowed,United-States,?,Not-in-family,?,72,0,0,24,White,Female
8791,10th,Married-civ-spouse,United-States,Machine-op-inspct,Husband,Private,44,0,0,40,White,Male
8833,Bachelors,Married-civ-spouse,United-States,Sales,Husband,Private,31,0,0,40,White,Male
8880,Bachelors,Married-civ-spouse,United-States,Sales,Husband,Private,36,0,0,40,White,Male
8945,HS-grad,Married-civ-spouse,United-States,Protective-serv,Husband,Private,46,0,0,40,White,Male
9022,HS-grad,Married-civ-spouse,United-States,Sales,Husband,Private,45,0,0,50,White,Male
9277,Bachelors,Never-married,United-States,Prof-specialty,Not-in-family,Federal-gov,24,0,0,40,Other,Female
9321,Some-college,Married-civ-spouse,United-States,Sales,Husband,Self-emp-inc,35,0,0,50,White,Male
9401,Masters,Never-married,United-States,Prof-specialty,Own-child,State-gov,36,0,0,40,White,Female
9526,Assoc-acdm,Married-civ-spouse,United-States,Sales,Husband,Private,49,0,0,45,White,Male
9568,7th-8th,Divorced,United-States,Other-service,Not-in-family,State-gov,73,0,0,40,Asian-Pac-Islander,Female
9590,HS-grad,Divorced,United-States,Adm-clerical,Not-in-family,Private,47,0,0,40,Black,Female
9780,Assoc-voc,Married-civ-spouse,United-States,Craft-repair,Husband,Federal-gov,49,0,0,40,Asian-Pac-Islander,Male
9873,Masters,Married-civ-spouse,United-States,Exec-managerial,Husband,Local-gov,47,0,1977,41,White,Male
9924,9th,Married-civ-spouse,United-States,Craft-repair,Husband,Private,51,0,0,50,White,Male
9962,Bachelors,Married-civ-spouse,United-States,Prof-specialty,Husband,Private,47,0,0,60,White,Male
