record_id,age,education,native-country,occupation,race,relationship,sex,workclass,capital-gain,capital-loss,hours-per-week,marital-status
8407,31,Bachelors,United-States,Exec-managerial,White,Not-in-family,Male,Private,0,1741,38,Never-married
8572,35,Bachelors,Vietnam,Other-service,Asian-Pac-Islander,Husband,Male,Private,0,0,40,Married-civ-spouse
8672,61,10th,United-States,Sales,White,Unmarried,Female,Private,0,0,40,Divorced
8889,35,Some-college,United-States,Adm-clerical,Black,Not-in-family,Male,Private,0,0,40,Separated
8935,54,Some-college,United-States,Sales,White,Husband,Male,Self-emp-not-inc,0,0,50,Married-civ-spouse
9034,20,HS-grad,United-States,Adm-clerical,White,Not-in-family,Female,Private,0,0,30,Never-married
9123,52,Bachelors,United-States,Prof-specialty,Black,Husband,Male,Private,0,0,40,Married-civ-spouse
9164,72,Bachelors,United-States,Sales,White,Husband,Male,Private,1455,0,6,Married-civ-spouse
9219,21,HS-grad,United-States,Prof-specialty,White,Unmarried,Female,Private,0,0,55,Never-married
9289,19,Assoc-acdm,United-States,Exec-managerial,White,Not-in-family,Female,Private,0,0,50,Never-married
9419,35,Bachelors,United-States,Prof-specialty,White,Unmarried,Female,Private,0,0,32,Divorced
9426,58,7th-8th,United-States,Machine-op-inspct,White,Own-child,Male,Private,0,0,40,Divorced
9778,67,9th,United-States,?,White,Husband,Male,?,0,0,15,Married-civ-spouse
9868,36,Bachelors,United-States,Exec-managerial,White,Husband,Male,Private,0,1977,40,Married-civ-spouse
9873,47,Masters,United-States,Exec-managerial,White,Husband,Male,Local-gov,0,1977,41,Married-civ-spouse
9915,29,Some-college,United-States,Sales,White,Not-in-family,Male,Private,0,0,60,Never-married
