record_id,age,sex,race,native-country,is_member
15746,31,Male,White,United-States,0
27548,19,Male,White,United-States,0
9575,24,Female,White,United-States,0
12505,42,Female,White,United-States,0
19470,43,Female,White,United-States,0
18507,27,Male,White,United-States,1
22854,37,Male,White,United-States,0
27423,27,Female,White,United-States,0
843,62,Female,White,United-States,0
15415,46,Male,White,United-States,1
423,29,Male,White,United-States,0
16695,38,Female,White,United-States,1
30227,52,Female,White,United-States,1
23002,38,Male,White,United-States,0
3397,47,Male,Black,United-States,0
10001,23,Female,White,United-States,1
6530,40,Male,White,United-States,1
19736,38,Female,White,United-States,1
22461,21,Female,White,United-States,0
3803,25,Male,White,United-States,1
28075,65,Female,Black,Jamaica,1
18273,23,Male,White,United-States,0
20027,40,Female,White,United-States,1
21925,39,Male,White,United-States,1
21066,42,Male,White,United-States,1
4344,51,Male,White,United-States,0
6781,22,Male,White,United-States,1
26298,24,Female,White,United-States,0
10768,38,Male,White,United-States,1
21412,30,Male,White,United-States,1
4962,31,Male,Other,United-States,1
17092,53,Male,White,United-States,1
19126,60,Male,White,United-States,0
24178,36,Male,Asian-Pac-Islander,United-States,1
22255,25,Female,White,United-States,0
23146,28,Female,White,United-States,0
27996,54,Male,White,United-States,0
17672,59,Male,White,United-States,0
18315,42,Female,White,United-States,1
19004,21,Female,Black,United-States,0
28231,39,Male,White,United-States,1
14883,48,Male,White,United-States,1
18639,58,Male,White,United-States,1
20110,47,Female,White,United-States,1
18812,46,Male,White,United-States,1
17064,19,Female,White,United-States,1
28389,31,Male,White,United-States,0
14384,62,Male,White,United-States,1
26765,50,Male,White,United-States,0
20798,49,Male,White,United-States,1
29920,36,Male,White,United-States,0
30761,62,Male,White,United-States,1
11868,49,Male,White,United-States,0
18295,21,Male,White,United-States,0
12643,45,Male,White,?,0
22883,48,Male,Black,United-States,1
21887,31,Male,White,United-States,0
28547,28,Female,Black,United-States,1
28857,48,Male,Black,United-States,0
10368,49,Female,White,United-States,1
6265,63,Male,White,United-States,1
9192,36,Male,White,United-States,0
11958,31,Female,White,United-States,0
22189,46,Male,Black,United-States,0
23081,47,Female,White,United-States,1
12299,60,Male,White,United-States,1
14874,29,Female,White,United-States,1
23858,41,Male,White,United-States,0
9633,62,Male,White,United-States,0
29955,35,Male,White,United-States,1
3921,29,Male,White,United-States,0
22254,59,Female,White,United-States,1
23772,67,Female,Black,United-States,0
22955,56,Male,White,United-States,0
9415,26,Male,White,United-States,1
7542,24,Male,White,United-States,0
3553,39,Female,White,United-States,1
25636,35,Male,Asian-Pac-Islander,Philippines,1
26044,42,Male,White,United-States,0
1786,35,Female,White,United-States,0
29266,52,Male,White,United-States,0
18088,47,Female,Black,United-States,1
14229,40,Male,White,United-States,1
19794,32,Male,White,United-States,1
21512,32,Male,White,United-States,0
3798,30,Male,White,Guatemala,0
31759,18,Male,White,United-States,1
19999,30,Male,White,United-States,1
15880,56,Male,White,United-States,1
15932,52,Male,White,?,1
4318,26,Female,White,United-States,1
23372,22,Male,White,United-States,0
7682,31,Male,Black,United-States,0
20618,43,Female,Black,United-States,1
18842,34,Male,White,United-States,0
24095,52,Male,White,United-States,1
4215,53,Female,White,United-States,1
12149,22,Female,Black,United-States,1
11293,44,Female,White,United-States,0
9396,54,Male,White,United-States,1
430,80,Male,White,United-States,1
32272,38,Male,White,United-States,1
30771,29,Female,White,United-States,0
16362,59,Female,Black,United-States,0
428,63,Male,White,United-States,0
9559,42,Male,White,?,0
2049,24,Female,White,United-States,1
7220,27,Female,White,United-States,0
26115,42,Female,White,United-States,0
21790,33,Male,White,United-States,0
224,53,Female,White,United-States,1
6187,33,Male,Black,United-States,0
1288,37,Male,White,United-States,0
5222,54,Male,White,United-States,0
11299,67,Male,White,United-States,0
30456,29,Male,White,United-States,1
1530,47,Male,Black,United-States,0
10479,39,Male,White,United-States,0
28626,38,Male,White,United-States,1
13497,58,Male,White,United-States,0
6290,35,Female,White,United-States,0
17167,41,Male,White,United-States,1
25220,29,Male,White,United-States,1
25336,54,Male,White,United-States,0
29032,47,Male,White,United-States,0
8845,30,Female,Asian-Pac-Islander,United-States,0
14343,64,Male,White,United-States,1
13430,49,Male,Asian-Pac-Islander,United-States,1
2815,50,Male,White,Mexico,1
27768,27,Male,White,United-States,1
23551,18,Female,Other,United-States,1
30237,23,Male,White,United-States,1
15370,39,Male,White,United-States,0
16206,30,Male,White,United-States,1
12637,70,Female,White,United-States,1
30352,62,Male,White,United-States,0
25812,64,Female,White,United-States,1
12538,42,Male,White,United-States,1
28289,37,Male,White,United-States,1
3525,31,Male,White,United-States,0
24175,54,Male,Asian-Pac-Islander,India,1
6925,45,Male,White,United-States,0
2787,20,Female,White,United-States,1
27958,31,Male,White,United-States,0
5187,66,Female,White,United-States,0
22447,43,Male,White,United-States,1
18997,56,Female,White,United-States,1
15026,23,Male,White,Puerto-Rico,1
10111,29,Male,White,United-States,1
25456,54,Male,White,United-States,1
8979,34,Female,White,United-States,1
31380,47,Male,White,United-States,1
27669,17,Male,White,?,1
30649,45,Male,White,United-States,0
27069,27,Male,White,United-States,1
7306,35,Male,White,United-States,0
19064,31,Female,White,United-States,1
1464,40,Male,Amer-Indian-Eskimo,United-States,1
4680,39,Male,White,United-States,1
11096,36,Male,White,United-States,0
19117,50,Female,White,United-States,1
7972,31,Female,White,United-States,1
