record_id,age,sex,native-country,relationship,is_member
29529,21,Female,United-States,Not-in-family,0
17077,54,Male,United-States,Husband,0
1090,41,Male,United-States,Husband,0
29410,22,Female,United-States,Not-in-family,0
9935,22,Male,United-States,Own-child,1
428,63,Male,United-States,Husband,0
26934,24,Male,United-States,Not-in-family,0
462,32,Male,United-States,Husband,0
29954,55,Male,United-States,Husband,0
9621,21,Female,United-States,Other-relative,1
13823,30,Male,United-States,Not-in-family,0
9880,31,Male,United-States,Husband,0
31726,42,Female,United-States,Wife,1
16643,44,Male,United-States,Husband,0
13639,36,Male,United-States,Husband,1
29733,33,Male,United-States,Husband,1
1377,54,Male,United-States,Husband,0
12029,52,Male,United-States,Husband,1
9285,54,Male,United-States,Husband,0
28260,43,Male,United-States,Husband,1
4579,43,Female,United-States,Unmarried,0
27409,35,Male,United-States,Husband,0
4170,54,Male,United-States,Husband,0
14136,26,Male,United-States,Husband,1
3599,40,Male,United-States,Husband,1
1788,40,Female,United-States,Unmarried,0
22994,41,Male,United-States,Husband,0
9961,28,Female,United-States,Unmarried,1
8440,20,Male,United-States,Own-child,0
18837,19,Male,United-States,Not-in-family,1
628,33,Male,United-States,Husband,1
24506,21,Female,United-States,Own-child,0
10628,47,Male,United-States,Husband,0
8408,28,Female,United-States,Not-in-family,1
14949,36,Female,United-States,Wife,1
15625,66,Male,United-States,Husband,0
28116,44,Male,United-States,Husband,1
4172,46,Male,?,Husband,1
17328,28,Male,United-States,Own-child,1
21567,39,Female,United-States,Unmarried,0
1146,30,Female,United-States,Not-in-family,1
31661,68,Female,United-States,Wife,1
24415,54,Female,United-States,Not-in-family,0
19729,40,Male,United-States,Husband,1
32109,48,Male,United-States,Husband,0
30809,46,Female,United-States,Not-in-family,1
10131,17,Male,United-States,Own-child,1
8370,56,Male,United-States,Husband,0
23359,24,Male,United-States,Husband,1
11844,31,Male,United-States,Not-in-family,1
19691,52,Male,United-States,Husband,1
12108,34,Male,France,Husband,1
7220,27,Female,United-States,Own-child,0
26627,30,Male,United-States,Husband,0
31879,27,Male,United-States,Not-in-family,1
26876,32,Male,United-States,Husband,0
21288,33,Male,United-States,Husband,1
21704,33,Male,United-States,Husband,1
22328,54,Female,United-States,Wife,0
28705,59,Female,?,Not-in-family,0
23504,31,Male,United-States,Husband,0
10892,20,Female,United-States,Other-relative,1
6726,28,Female,United-States,Not-in-family,1
3513,37,Male,United-States,Not-in-family,1
12593,36,Male,United-States,Husband,0
3594,59,Female,United-States,Wife,0
11541,63,Male,United-States,Husband,1
18826,50,Male,United-States,Husband,0
25704,18,Female,United-States,Own-child,1
7911,38,Male,United-States,Husband,1
26794,58,Female,United-States,Not-in-family,1
24092,28,Male,United-States,Husband,1
32343,66,Female,United-States,Unmarried,1
29834,53,Male,United-States,Husband,0
13966,24,Female,United-States,Wife,0
7992,40,Male,United-States,Husband,1
26143,34,Male,United-States,Husband,1
14244,41,Male,United-States,Husband,0
16582,28,Male,United-States,Not-in-family,1
28661,51,Male,United-States,Husband,0
14410,31,Male,?,Husband,0
21320,51,Male,United-States,Husband,1
28329,25,Male,United-States,Husband,0
24547,32,Male,United-States,Husband,1
17148,45,Female,United-States,Unmarried,1
16356,39,Female,United-States,Unmarried,0
14787,37,Female,United-States,Wife,1
14992,43,Male,United-States,Husband,0
8245,22,Male,United-States,Husband,1
1330,25,Male,United-States,Other-relative,0
14524,19,Female,United-States,Other-relative,0
29750,45,Female,United-States,Unmarried,1
1294,36,Male,United-States,Husband,1
28744,25,Male,United-States,Husband,0
5165,22,Male,United-States,Not-in-family,0
634,58,Male,United-States,Husband,1
16651,54,Male,United-States,Husband,1
5630,46,Female,United-States,Not-in-family,1
26840,47,Male,United-States,Husband,0
5144,28,Male,United-States,Husband,0
11216,66,Male,United-States,Husband,1
8340,46,Male,United-States,Husband,0
19319,38,Male,United-States,Not-in-family,0
14344,19,Female,United-States,Own-child,0
29718,33,Male,United-States,Husband,0
16031,35,Female,United-States,Unmarried,0
9575,24,Female,United-States,Wife,0
1935,90,Male,United-States,Husband,1
15657,28,Female,United-States,Unmarried,1
27609,67,Male,United-States,Husband,0
1982,31,Female,United-States,Not-in-family,1
5667,30,Female,United-States,Not-in-family,0
19629,20,Male,United-States,Not-in-family,0
17603,42,Male,United-States,Husband,0
32069,36,Male,United-States,Husband,1
15244,49,Male,United-States,Husband,1
10969,29,Male,United-States,Husband,0
10949,21,Male,United-States,Own-child,0
9183,33,Male,United-States,Other-relative,0
22687,19,Male,United-States,Own-child,1
21160,36,Male,United-States,Husband,0
24549,48,Male,United-States,Husband,0
16659,20,Female,United-States,Own-child,0
13692,38,Male,United-States,Husband,1
14951,18,Male,United-States,Own-child,0
31441,23,Male,United-States,Own-child,1
27813,40,Male,United-States,Husband,1
9598,50,Male,United-States,Own-child,0
3946,39,Male,England,Not-in-family,0
8367,53,Male,United-States,Husband,1
2321,45,Male,United-States,Husband,1
1596,33,Female,United-States,Wife,1
7893,37,Male,United-States,Husband,0
6419,40,Female,United-States,Wife,0
7306,35,Male,United-States,Husband,0
27030,21,Male,United-States,Unmarried,1
22306,53,Male,United-States,Husband,1
11076,47,Female,United-States,Unmarried,0
26659,20,Female,United-States,Own-child,1
2647,50,Male,Dominican-Republic,Husband,0
18353,40,Female,United-States,Not-in-family,0
25788,18,Female,United-States,Own-child,1
11085,28,Female,United-States,Not-in-family,1
11779,31,Male,United-States,Husband,1
19418,26,Female,United-States,Not-in-family,1
18715,28,Male,United-States,Husband,0
20640,35,Male,United-States,Husband,0
29472,49,Male,United-States,Husband,0
1926,30,Male,United-States,Not-in-family,1
13810,41,Female,United-States,Wife,0
19175,35,Male,United-States,Not-in-family,0
11512,90,Female,United-States,Own-child,0
863,28,Male,United-States,Husband,1
6111,39,Male,United-States,Husband,0
2406,48,Male,United-States,Husband,0
2048,28,Male,United-States,Husband,1
18679,22,Male,United-States,Own-child,1
25680,38,Female,United-States,Wife,1
3964,39,Male,United-States,Husband,0
26371,31,Male,United-States,Not-in-family,1
20485,43,Male,United-States,Not-in-family,1
11414,41,Male,United-States,Not-in-family,1
18930,59,Male,United-States,Husband,1
19674,33,Male,United-States,Not-in-family,0
17409,36,Female,United-States,Wife,0
23689,43,Female,Philippines,Own-child,0
32464,45,Male,United-States,Husband,1
32516,30,Female,United-States,Unmarried,1
24169,58,Female,United-States,Not-in-family,1
13006,28,Female,United-States,Not-in-family,1
4211,21,Male,United-States,Husband,1
24027,86,Female,United-States,Not-in-family,1
24872,28,Male,India,Not-in-family,1
5587,31,Male,United-States,Husband,1
8318,53,Male,United-States,Husband,0
16900,22,Male,United-States,Husband,1
25259,52,Male,United-States,Husband,0
22846,36,Male,United-States,Husband,1
27996,54,Male,United-States,Not-in-family,0
26036,38,Male,United-States,Own-child,1
5070,20,Male,United-States,Own-child,0
5425,34,Male,United-States,Husband,0
24933,65,Male,United-States,Husband,1
3672,43,Male,United-States,Husband,1
7311,64,Female,United-States,Not-in-family,1
11758,57,Male,United-States,Husband,1
21791,40,Male,United-States,Husband,1
23620,47,Female,United-States,Not-in-family,1
24205,69,Female,United-States,Not-in-family,1
19678,41,Female,United-States,Unmarried,1
3415,61,Male,United-States,Husband,1
12902,25,Female,United-States,Not-in-family,0
31872,39,Male,United-States,Husband,0
16208,41,Male,United-States,Not-in-family,0
30192,32,Male,United-States,Husband,1
7681,30,Male,United-States,Husband,1
5342,28,Male,United-States,Husband,1
15372,59,Male,United-States,Husband,1
16815,26,Female,United-States,Own-child,0
4156,20,Female,?,Own-child,0
4541,33,Female,United-States,Other-relative,1
10747,48,Female,United-States,Unmarried,0
10469,48,Male,United-States,Not-in-family,1
15384,45,Male,United-States,Husband,1
17975,21,Male,Dominican-Republic,Own-child,0
29565,20,Female,United-States,Not-in-family,1
24402,30,Female,United-States,Unmarried,1
25391,31,Male,England,Not-in-family,0
27370,26,Male,United-States,Husband,1
28733,22,Male,United-States,Not-in-family,1
10210,90,Male,United-States,Husband,0
3929,46,Male,United-States,Husband,0
22461,21,Female,United-States,Own-child,0
23170,17,Female,United-States,Own-child,0
20785,45,Female,Canada,Not-in-family,1
21426,36,Female,United-States,Unmarried,1
10479,39,Male,United-States,Husband,0
8270,43,Male,United-States,Husband,0
18183,48,Male,United-States,Husband,0
5181,18,Male,United-States,Own-child,1
17097,30,Female,United-States,Unmarried,0
13821,30,Male,Vietnam,Other-relative,1
28185,32,Male,United-States,Husband,0
9434,46,Female,United-States,Not-in-family,0
18576,23,Female,United-States,Own-child,0
27147,41,Female,United-States,Not-in-family,0
5540,50,Male,?,Husband,1
9254,58,Male,United-States,Husband,0
23235,19,Female,United-States,Own-child,1
30139,43,Male,United-States,Not-in-family,0
2649,28,Female,United-States,Wife,0
30947,69,Male,United-States,Husband,1
29359,20,Female,United-States,Own-child,0
6936,25,Male,United-States,Not-in-family,1
20010,41,Male,United-States,Not-in-family,0
28325,57,Male,United-States,Husband,1
6438,33,Male,United-States,Husband,0
28743,30,Female,United-States,Wife,1
24291,68,Male,United-States,Husband,0
12430,23,Male,United-States,Not-in-family,0
28246,47,Male,United-States,Husband,1
24818,44,Male,United-States,Unmarried,1
725,43,Male,?,Not-in-family,0
21613,36,Male,United-States,Not-in-family,1
31240,27,Male,United-States,Husband,0
16793,50,Male,United-States,Husband,0
5453,45,Female,United-States,Unmarried,0
6237,55,Male,United-States,Husband,0
4408,52,Male,United-States,Husband,0
6276,19,Female,United-States,Own-child,1
25502,17,Female,United-States,Own-child,0
2240,38,Male,United-States,Husband,0
11401,22,Male,United-States,Husband,0
11427,24,Female,United-States,Not-in-family,0
32105,44,Female,United-States,Not-in-family,1
29430,54,Male,United-States,Not-in-family,1
22573,46,Male,United-States,Husband,1
20128,44,Male,United-States,Husband,1
23626,27,Male,United-States,Unmarried,1
11044,47,Male,United-States,Husband,0
14426,67,Male,United-States,Husband,1
19441,50,Male,United-States,Husband,1
11762,50,Female,United-States,Other-relative,0
7943,19,Male,United-States,Not-in-family,1
8901,42,Female,United-States,Own-child,1
1555,44,Male,United-States,Unmarried,0
491,46,Male,United-States,Not-in-family,0
9037,22,Male,United-States,Own-child,1
25804,30,Male,Poland,Husband,1
11073,47,Female,United-States,Not-in-family,0
16581,27,Male,United-States,Own-child,1
28977,29,Female,United-States,Not-in-family,0
32172,36,Female,United-States,Wife,0
23638,47,Female,United-States,Wife,0
31423,29,Male,United-States,Not-in-family,0
20687,45,Male,United-States,Husband,0
15046,34,Male,United-States,Not-in-family,1
31425,30,Male,United-States,Husband,0
8860,56,Male,United-States,Not-in-family,1
7924,36,Male,United-States,Not-in-family,0
29842,35,Female,United-States,Wife,0
18494,47,Male,United-States,Not-in-family,1
5777,26,Male,United-States,Husband,0
14921,34,Male,United-States,Husband,0
5105,33,Male,United-States,Not-in-family,1
10244,20,Female,United-States,Not-in-family,0
14858,26,Female,United-States,Own-child,0
21955,22,Male,United-States,Not-in-family,0
6847,48,Female,United-States,Wife,0
28568,17,Male,United-States,Own-child,0
1520,47,Male,United-States,Husband,0
29048,48,Female,United-States,Not-in-family,0
729,65,Male,?,Husband,0
31631,45,Male,United-States,Husband,0
21583,19,Male,United-States,Own-child,0
10413,50,Male,United-States,Husband,0
14226,43,Female,United-States,Not-in-family,1
25291,24,Male,United-States,Husband,1
9998,37,Male,Mexico,Husband,0
273,27,Male,United-States,Own-child,0
6962,36,Male,United-States,Husband,1
31224,50,Female,United-States,Not-in-family,0
32075,27,Female,Japan,Not-in-family,0
11894,44,Male,United-States,Not-in-family,1
2764,19,Female,United-States,Own-child,0
6267,18,Female,United-States,Own-child,0
4738,25,Male,United-States,Not-in-family,0
896,47,Male,United-States,Own-child,0
7571,51,Male,United-States,Not-in-family,0
18403,45,Male,United-States,Husband,0
26115,42,Female,United-States,Unmarried,0
23694,36,Male,United-States,Husband,1
16158,34,Female,United-States,Own-child,1
28623,33,Male,United-States,Not-in-family,0
6800,52,Female,United-States,Not-in-family,1
31249,34,Male,United-States,Husband,0
3058,29,Female,United-States,Own-child,0
20669,20,Male,United-States,Own-child,1
7052,24,Male,United-States,Own-child,1
18371,29,Male,United-States,Unmarried,0
30713,56,Female,United-States,Not-in-family,0
2564,19,Male,United-States,Own-child,0
4227,51,Male,United-States,Not-in-family,0
440,29,Male,United-States,Not-in-family,1
20988,50,Male,United-States,Husband,0
31042,34,Male,United-States,Husband,1
8172,22,Male,United-States,Own-child,1
13162,34,Male,Jamaica,Husband,0
14985,50,Female,United-States,Not-in-family,0
2874,38,Female,United-States,Wife,0
22763,22,Female,United-States,Own-child,1
7324,58,Male,United-States,Husband,1
83,59,Male,United-States,Husband,0
13474,51,Female,United-States,Unmarried,0
11108,20,Male,United-States,Other-relative,1
17010,23,Male,United-States,Not-in-family,1
26468,48,Male,United-States,Husband,1
25324,27,Female,United-States,Wife,1
7888,59,Male,United-States,Husband,0
8820,28,Male,United-States,Not-in-family,1
9831,67,Male,United-States,Not-in-family,0
15665,30,Female,United-States,Not-in-family,0
21924,20,Male,United-States,Not-in-family,1
15088,53,Female,United-States,Not-in-family,1
22516,41,Male,United-States,Husband,1
12303,32,Male,United-States,Not-in-family,1
30728,65,Male,United-States,Not-in-family,0
1592,20,Male,United-States,Own-child,1
4972,30,Male,China,Husband,1
26493,51,Male,United-States,Husband,1
4890,51,Male,United-States,Husband,0
23705,39,Male,United-States,Husband,1
19462,64,Female,United-States,Not-in-family,1
24088,56,Male,United-States,Husband,1
8867,34,Male,United-States,Unmarried,0
2045,17,Male,United-States,Own-child,1
27423,27,Female,United-States,Not-in-family,0
22955,56,Male,United-States,Husband,0
1550,23,Female,United-States,Own-child,1
4262,20,Female,Vietnam,Own-child,1
22383,19,Male,United-States,Other-relative,0
20720,50,Male,Mexico,Husband,1
27270,40,Female,United-States,Not-in-family,1
30270,24,Male,United-States,Husband,1
8241,20,Female,United-States,Own-child,0
18772,41,Male,United-States,Not-in-family,1
24208,19,Female,United-States,Own-child,0
11254,31,Male,United-States,Husband,1
10598,30,Female,United-States,Not-in-family,1
604,35,Male,United-States,Not-in-family,1
23615,48,Male,United-States,Husband,1
12654,40,Male,United-States,Unmarried,0
18292,55,Male,United-States,Not-in-family,0
29119,73,Female,United-States,Not-in-family,0
17491,19,Female,United-States,Own-child,0
28729,70,Male,United-States,Husband,0
30428,45,Male,United-States,Husband,1
18436,33,Female,United-States,Wife,0
478,27,Male,United-States,Not-in-family,1
9655,17,Male,United-States,Own-child,0
7779,17,Female,United-States,Own-child,1
19964,30,Male,Hong,Husband,1
16600,22,Male,United-States,Not-in-family,1
14288,51,Male,United-States,Husband,1
1684,20,Male,United-States,Own-child,0
21694,19,Female,United-States,Own-child,0
19180,82,Male,United-States,Not-in-family,1
31587,29,Female,United-States,Wife,1
15288,42,Female,United-States,Not-in-family,0
23969,29,Female,United-States,Not-in-family,1
21279,47,Female,United-States,Wife,1
26537,28,Female,United-States,Own-child,1
2683,37,Male,United-States,Husband,0
3798,30,Male,Guatemala,Other-relative,0
30196,22,Female,United-States,Own-child,0
2453,24,Female,United-States,Wife,1
15418,48,Male,United-States,Husband,1
25230,33,Male,United-States,Not-in-family,0
16004,64,Male,United-States,Not-in-family,0
29213,25,Female,United-States,Wife,0
12005,47,Male,United-States,Husband,0
9520,58,Male,United-States,Not-in-family,1
15821,27,Male,United-States,Husband,0
3472,23,Female,United-States,Own-child,1
30986,31,Male,United-States,Unmarried,0
27385,42,Male,Mexico,Unmarried,0
7603,35,Male,United-States,Not-in-family,1
4153,47,Male,United-States,Not-in-family,1
6720,48,Male,United-States,Husband,0
31753,20,Female,United-States,Own-child,1
4047,50,Female,United-States,Unmarried,0
27729,34,Female,United-States,Own-child,0
15483,39,Female,United-States,Unmarried,0
7955,45,Male,United-States,Husband,0
6914,67,Female,United-States,Not-in-family,0
3961,62,Male,United-States,Husband,1
18420,46,Female,United-States,Unmarried,0
3999,28,Male,United-States,Husband,1
30816,22,Male,United-States,Not-in-family,1
26097,30,Male,United-States,Not-in-family,1
12953,26,Female,United-States,Not-in-family,0
13906,25,Female,United-States,Own-child,0
486,63,Male,United-States,Husband,1
31871,18,Female,United-States,Own-child,0
17781,42,Female,United-States,Unmarried,0
31302,60,Male,South,Husband,1
21345,54,Male,United-States,Husband,0
29383,46,Male,United-States,Own-child,0
10160,65,Male,United-States,Not-in-family,1
18461,21,Female,United-States,Own-child,0
7428,34,Male,United-States,Husband,1
2765,34,Female,United-States,Unmarried,1
11596,52,Male,United-States,Husband,1
25821,23,Female,United-States,Not-in-family,1
18781,47,Male,United-States,Husband,0
4982,22,Male,United-States,Own-child,1
25233,37,Male,United-States,Own-child,1
4235,26,Male,United-States,Not-in-family,0
19635,37,Male,United-States,Husband,0
5799,20,Male,United-States,Own-child,0
26162,25,Female,El-Salvador,Other-relative,0
31763,39,Male,United-States,Husband,1
18602,29,Female,United-States,Wife,1
8212,32,Female,United-States,Unmarried,1
28120,35,Male,United-States,Husband,1
14513,51,Female,United-States,Wife,0
29058,33,Female,United-States,Unmarried,0
814,17,Male,United-States,Own-child,1
625,30,Male,United-States,Own-child,0
9633,62,Male,United-States,Not-in-family,0
21029,45,Male,United-States,Husband,1
32186,52,Male,United-States,Not-in-family,1
9161,39,Female,United-States,Wife,1
24937,44,Male,United-States,Husband,1
29780,48,Female,United-States,Wife,0
32357,35,Female,United-States,Unmarried,1
5427,29,Male,United-States,Husband,1
3225,42,Male,United-States,Husband,1
19127,46,Male,United-States,Not-in-family,1
17734,51,Female,Canada,Wife,0
22864,22,Female,United-States,Not-in-family,1
27302,33,Male,United-States,Own-child,0
23876,54,Male,United-States,Husband,0
20891,59,Female,United-States,Own-child,0
422,32,Female,United-States,Wife,1
11808,46,Female,United-States,Wife,0
13300,37,Male,United-States,Husband,0
1497,35,Female,United-States,Not-in-family,1
5464,47,Female,United-States,Not-in-family,0
14882,35,Male,Philippines,Husband,1
29776,54,Male,United-States,Husband,1
18253,22,Male,United-States,Other-relative,0
14401,37,Female,South,Not-in-family,0
25902,53,Male,United-States,Not-in-family,1
921,25,Male,United-States,Unmarried,1
13439,38,Male,United-States,Not-in-family,1
2848,36,Male,United-States,Husband,0
5864,48,Male,United-States,Not-in-family,0
2560,39,Female,United-States,Wife,1
24458,60,Male,United-States,Not-in-family,0
29589,21,Female,United-States,Own-child,1
24421,50,Male,United-States,Husband,0
24924,69,Female,United-States,Not-in-family,0
11517,23,Female,United-States,Not-in-family,1
10007,27,Female,United-States,Wife,0
30476,37,Male,Cuba,Husband,0
9559,42,Male,?,Not-in-family,0
14019,45,Male,United-States,Husband,0
17213,58,Male,United-States,Not-in-family,0
10580,48,Male,United-States,Not-in-family,0
22533,48,Male,Poland,Husband,0
24836,30,Male,United-States,Husband,0
18295,21,Male,United-States,Not-in-family,0
20201,53,Male,United-States,Not-in-family,0
31198,30,Male,United-States,Husband,0
30352,62,Male,United-States,Husband,0
1771,50,Male,United-States,Husband,1
6215,23,Male,United-States,Own-child,0
27178,34,Male,United-States,Not-in-family,0
1741,45,Female,United-States,Wife,1
2301,45,Female,United-States,Not-in-family,1
10696,31,Male,United-States,Unmarried,1
17995,26,Female,United-States,Unmarried,0
2791,55,Female,United-States,Not-in-family,0
21933,67,Male,United-States,Not-in-family,0
12859,38,Male,United-States,Husband,1
12701,49,Male,Columbia,Unmarried,0
27297,25,Male,United-States,Husband,1
23919,46,Female,United-States,Wife,0
13047,40,Male,United-States,Not-in-family,0
6863,26,Female,United-States,Own-child,0
16452,33,Male,United-States,Husband,1
9868,36,Male,United-States,Husband,1
31017,48,Male,United-States,Not-in-family,1
12033,40,Female,United-States,Unmarried,0
13498,63,Male,United-States,Husband,0
22952,35,Male,Mexico,Husband,1
7141,29,Female,United-States,Not-in-family,1
19339,62,Male,United-States,Other-relative,0
12328,38,Female,United-States,Unmarried,1
31447,60,Male,United-States,Husband,1
25007,53,Male,United-States,Husband,1
4360,21,Male,United-States,Own-child,1
4419,35,Male,United-States,Other-relative,1
4445,57,Male,United-States,Husband,1
873,51,Male,China,Husband,0
27279,26,Male,United-States,Husband,1
26654,55,Male,United-States,Husband,1
3050,57,Male,United-States,Husband,1
21595,51,Female,United-States,Wife,0
16808,29,Male,United-States,Not-in-family,0
15325,44,Male,United-States,Husband,1
6632,46,Female,United-States,Unmarried,0
9311,52,Male,United-States,Husband,1
16302,83,Male,United-States,Not-in-family,1
19217,23,Female,United-States,Unmarried,0
1846,21,Female,United-States,Own-child,1
8242,29,Female,United-States,Own-child,0
28747,34,Male,United-States,Husband,0
14044,57,Male,United-States,Husband,1
15382,51,Male,United-States,Husband,0
199,24,Male,United-States,Not-in-family,1
31790,23,Female,United-States,Own-child,1
12784,18,Male,United-States,Own-child,1
10124,80,Male,United-States,Not-in-family,0
30155,37,Male,United-States,Husband,0
19036,36,Male,United-States,Husband,1
30014,47,Male,United-States,Husband,1
32260,39,Male,United-States,Husband,1
16635,48,Female,?,Unmarried,0
19772,59,Male,United-States,Husband,0
30070,22,Female,United-States,Unmarried,1
327,43,Female,United-States,Wife,1
10543,33,Male,United-States,Husband,0
8141,19,Female,United-States,Not-in-family,0
11394,45,Male,United-States,Husband,1
8072,44,Female,United-States,Wife,0
8890,44,Male,United-States,Unmarried,0
10809,25,Male,Mexico,Husband,0
22136,25,Male,United-States,Own-child,1
23571,53,Male,United-States,Husband,1
9884,50,Male,United-States,Not-in-family,1
7225,23,Male,United-States,Not-in-family,1
11806,35,Male,United-States,Unmarried,1
20634,45,Male,United-States,Not-in-family,0
6349,50,Male,United-States,Husband,1
26423,22,Male,United-States,Husband,1
9058,27,Female,United-States,Own-child,1
7904,50,Male,United-States,Husband,1
1660,49,Male,United-States,Husband,0
5232,57,Male,United-States,Not-in-family,1
14100,28,Male,United-States,Not-in-family,0
29864,40,Male,United-States,Husband,0
749,46,Male,United-States,Husband,1
9658,57,Male,Dominican-Republic,Husband,0
30099,57,Male,United-States,Husband,0
28692,38,Male,United-States,Own-child,0
31004,28,Male,United-States,Husband,1
30027,43,Male,United-States,Husband,0
25720,40,Male,United-States,Husband,1
14016,36,Male,United-States,Husband,1
16508,51,Female,United-States,Wife,1
4405,45,Male,?,Husband,0
15441,67,Male,United-States,Not-in-family,1
31723,31,Female,United-States,Wife,0
6925,45,Male,United-States,Not-in-family,0
16847,32,Male,United-States,Not-in-family,0
19610,22,Female,United-States,Not-in-family,1
29765,29,Male,United-States,Husband,1
5067,18,Male,United-States,Own-child,1
6667,36,Female,United-States,Not-in-family,1
7542,24,Male,United-States,Not-in-family,0
23452,49,Male,United-States,Husband,1
6018,23,Male,United-States,Own-child,1
7110,34,Male,United-States,Not-in-family,1
19406,20,Male,United-States,Own-child,0
22818,30,Female,United-States,Unmarried,1
13064,42,Female,United-States,Wife,0
12648,38,Male,United-States,Not-in-family,1
11326,26,Male,United-States,Own-child,1
2241,54,Male,United-States,Husband,1
16586,39,Male,United-States,Not-in-family,0
26765,50,Male,United-States,Husband,0
12090,65,Male,United-States,Husband,1
30403,56,Female,United-States,Wife,1
13200,35,Male,United-States,Husband,1
11860,38,Male,United-States,Husband,0
23762,31,Male,United-States,Not-in-family,1
3252,46,Female,United-States,Not-in-family,1
11096,36,Male,United-States,Own-child,0
12535,48,Male,United-States,Not-in-family,0
13287,34,Male,United-States,Husband,0
30590,40,Male,United-States,Not-in-family,1
21255,51,Male,United-States,Husband,1
26268,37,Female,United-States,Not-in-family,0
2495,50,Male,United-States,Husband,1
26505,29,Female,United-States,Not-in-family,1
26019,25,Male,United-States,Other-relative,0
2145,25,Male,United-States,Husband,1
15933,65,Female,United-States,Not-in-family,0
1288,37,Male,United-States,Not-in-family,0
14249,37,Male,United-States,Not-in-family,1
25631,60,Female,United-States,Not-in-family,1
12177,47,Female,United-States,Not-in-family,1
3263,31,Female,United-States,Not-in-family,0
17978,18,Male,United-States,Own-child,0
14121,53,Female,United-States,Not-in-family,0
12643,45,Male,?,Husband,0
12548,32,Male,United-States,Husband,1
31778,36,Male,United-States,Not-in-family,1
9773,21,Male,United-States,Own-child,0
12998,52,Male,United-States,Husband,1
9065,41,Male,United-States,Husband,1
13393,23,Male,United-States,Not-in-family,1
12167,28,Female,United-States,Not-in-family,0
23368,52,Male,United-States,Husband,0
3013,64,Female,United-States,Not-in-family,0
19662,30,Female,United-States,Not-in-family,1
23000,50,Female,United-States,Unmarried,1
14640,29,Male,United-States,Not-in-family,0
1731,46,Male,United-States,Not-in-family,0
14675,48,Female,United-States,Not-in-family,0
16100,25,Male,United-States,Not-in-family,1
9826,33,Male,Iran,Husband,0
26533,27,Male,United-States,Husband,0
7286,47,Male,United-States,Husband,0
14546,38,Male,United-States,Husband,1
28199,25,Male,United-States,Husband,1
20175,27,Male,Poland,Not-in-family,1
20574,28,Male,Mexico,Husband,1
16806,45,Male,United-States,Husband,1
9524,31,Male,United-States,Husband,1
25224,32,Female,United-States,Not-in-family,0
23795,31,Female,United-States,Unmarried,1
19499,45,Male,United-States,Husband,1
26233,27,Male,United-States,Not-in-family,1
16674,21,Male,United-States,Not-in-family,0
6782,59,Female,United-States,Not-in-family,1
30765,38,Female,United-States,Own-child,1
27614,63,Male,United-States,Husband,1
10466,50,Female,United-States,Not-in-family,1
22643,57,Male,United-States,Husband,1
18488,37,Male,United-States,Not-in-family,1
457,38,Male,United-States,Husband,0
20680,58,Male,United-States,Not-in-family,1
32536,34,Female,United-States,Not-in-family,1
243,20,Male,United-States,Own-child,0
10019,35,Male,United-States,Husband,0
20082,59,Male,United-States,Not-in-family,0
7651,40,Male,United-States,Husband,1
16384,21,Male,United-States,Own-child,0
17177,29,Male,United-States,Unmarried,1
31059,46,Male,United-States,Husband,0
23146,28,Female,United-States,Unmarried,0
24659,62,Male,United-States,Husband,0
22304,32,Female,United-States,Not-in-family,0
4645,45,Male,United-States,Husband,0
3397,47,Male,United-States,Own-child,0
7793,21,Female,United-States,Own-child,1
18285,50,Male,United-States,Husband,0
29681,49,Male,United-States,Husband,1
3193,33,Female,United-States,Unmarried,0
15157,26,Female,United-States,Not-in-family,1
2894,48,Male,United-States,Husband,1
29296,43,Male,United-States,Husband,1
19841,58,Female,United-States,Unmarried,0
29120,38,Male,United-States,Husband,1
5227,50,Female,United-States,Wife,0
5286,25,Male,El-Salvador,Other-relative,0
30615,29,Female,United-States,Unmarried,1
17620,36,Male,United-States,Husband,0
8239,27,Male,United-States,Own-child,1
944,20,Male,United-States,Husband,1
16697,61,Male,United-States,Not-in-family,0
307,46,Female,United-States,Not-in-family,1
11369,28,Male,United-States,Other-relative,1
12678,17,Male,United-States,Own-child,1
14159,90,Male,Philippines,Husband,0
10501,21,Male,United-States,Own-child,0
14733,45,Male,United-States,Husband,0
27418,49,Male,United-States,Husband,0
6741,31,Male,United-States,Own-child,0
25193,39,Male,United-States,Not-in-family,1
27397,32,Female,United-States,Unmarried,1
724,42,Male,United-States,Husband,1
20554,21,Male,United-States,Own-child,0
2122,23,Male,United-States,Own-child,1
28533,36,Female,United-States,Not-in-family,1
10548,30,Male,United-States,Own-child,1
5245,48,Male,United-States,Not-in-family,1
28730,55,Male,United-States,Not-in-family,0
1923,21,Female,United-States,Own-child,0
22595,50,Male,United-States,Not-in-family,0
12941,18,Female,United-States,Own-child,1
32212,45,Female,United-States,Not-in-family,1
22566,45,Male,United-States,Husband,0
19004,21,Female,United-States,Unmarried,0
25510,46,Male,Mexico,Husband,1
7417,23,Female,United-States,Not-in-family,0
25336,54,Male,United-States,Husband,0
11057,33,Male,United-States,Husband,0
12219,58,Female,United-States,Unmarried,1
23105,57,Male,United-States,Not-in-family,0
10871,48,Male,United-States,Husband,1
27340,40,Male,United-States,Not-in-family,0
28588,63,Male,United-States,Husband,1
17170,40,Male,Canada,Not-in-family,1
27979,54,Female,United-States,Wife,1
