record_id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
1567,*,Private-sector,78707,Pre-higher-education,7,Never-married,Manual-or-service,Not-in-family,Non-White,Male,0,0,40,North-America,<=50K
1568,*,Government,160574,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
1569,*,Unknown,174714,Higher-education,10,Never-married,Unknown,Own-child,White,Male,0,0,16,North-America,<=50K
1571,*,Private-sector,216907,Higher-education,12,Married-spouse-present,Manual-or-service,Husband,White,Male,0,1848,40,North-America,>50K
1572,*,Private-sector,198148,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Male,0,0,30,North-America,<=50K
1573,*,Private-sector,124265,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
1574,*,Unknown,261059,Pre-higher-education,6,Previously-married,Unknown,Own-child,White,Male,2176,0,40,North-America,<=50K
1575,*,Private-sector,208137,Higher-education,11,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
1576,*,Self-employed,257250,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,52,North-America,<=50K
1577,*,Government,147253,Higher-education,10,Never-married,Non-manual,Not-in-family,White,Male,0,0,50,North-America,<=50K
1578,*,Government,244268,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,50,North-America,<=50K
1579,*,Unknown,213255,Pre-higher-education,9,Previously-married,Unknown,Not-in-family,White,Female,0,0,8,North-America,<=50K
1580,*,Private-sector,266912,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,>50K
1581,*,Private-sector,169104,Higher-education,13,Never-married,Non-manual,Own-child,Non-White,Male,0,0,40,Unknown,<=50K
1582,*,Private-sector,200511,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,<=50K
1583,*,Private-sector,128715,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Male,10520,0,40,North-America,>50K
1584,*,Self-employed,65535,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,50,North-America,<=50K
1585,*,Private-sector,103395,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,>50K
1586,*,Private-sector,71046,Higher-education,10,Previously-married,Non-manual,Unmarried,White,Male,0,0,45,Western-Europe,<=50K
1587,*,Self-employed,125442,Pre-higher-education,9,Previously-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
1588,*,Private-sector,169188,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Female,0,0,20,North-America,<=50K
1589,*,Private-sector,121471,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
1590,*,Private-sector,207281,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,16,North-America,<=50K
1591,*,Government,46097,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
1592,*,Unknown,206671,Higher-education,10,Never-married,Unknown,Own-child,White,Male,1055,0,50,North-America,<=50K
1593,*,Private-sector,98361,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,15024,0,50,Unknown,>50K
1594,*,Self-employed,322143,Higher-education,13,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,10,North-America,<=50K
1595,*,Private-sector,149184,Pre-higher-education,9,Never-married,Non-manual,Not-in-family,White,Male,0,0,60,North-America,>50K
1596,*,Government,119829,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,0,60,North-America,<=50K
1597,*,Private-sector,910398,Higher-education,13,Never-married,Non-manual,Not-in-family,Non-White,Female,0,0,40,North-America,<=50K
1598,*,Private-sector,176570,Pre-higher-education,7,Never-married,Manual-or-service,Own-child,White,Male,0,0,60,North-America,<=50K
1599,*,Private-sector,216129,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,50,North-America,<=50K
1600,*,Private-sector,27207,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,<=50K
1601,*,Government,68830,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Female,0,0,50,North-America,<=50K
1602,*,Government,178818,Higher-education,10,Never-married,Non-manual,Own-child,White,Female,0,0,20,North-America,<=50K
1603,*,Private-sector,236944,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,>50K
1604,*,Government,273771,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
1605,*,Private-sector,318533,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,35,North-America,<=50K
1607,*,Private-sector,102318,Pre-higher-education,9,Previously-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
1608,*,Private-sector,379350,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
1610,*,Self-employed,211547,Pre-higher-education,8,Previously-married,Non-manual,Not-in-family,White,Female,0,0,52,North-America,<=50K
1611,*,Private-sector,85272,Higher-education,12,Married-spouse-present,Non-manual,Wife,White,Female,0,0,30,North-America,>50K
1612,*,Private-sector,46406,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,36,Western-Europe,>50K
1613,*,Private-sector,53833,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
1614,*,Private-sector,161007,Higher-education,13,Never-married,Non-manual,Own-child,White,Male,0,0,30,North-America,<=50K
1615,*,Private-sector,53707,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
1616,*,Private-sector,370119,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,99999,0,60,North-America,>50K
1617,*,Private-sector,310907,Higher-education,10,Married-spouse-present,Non-manual,Wife,White,Female,0,0,35,North-America,<=50K
1618,*,Private-sector,375833,Pre-higher-education,7,Never-married,Manual-or-service,Other-relative,White,Male,0,0,40,North-America,<=50K
1619,*,Government,107513,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
1620,*,Self-employed,58683,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,70,North-America,>50K
1621,*,Self-employed,179557,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,1977,45,North-America,>50K
1623,*,Private-sector,147206,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
1625,*,Self-employed,163174,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,0,35,North-America,>50K
1626,*,Private-sector,126010,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
1627,*,Private-sector,147876,Higher-education,13,Married-spouse-present,Non-manual,Wife,White,Female,15024,0,60,North-America,>50K
1628,*,Private-sector,428350,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Wife,White,Female,0,1740,40,North-America,<=50K
1630,*,Private-sector,328466,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Husband,White,Male,2407,0,70,Central-America,<=50K
1631,*,Government,258973,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,24,North-America,<=50K
1632,*,Government,345969,Higher-education,12,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
1633,*,Private-sector,127796,Pre-higher-education,3,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,35,Central-America,<=50K
1634,*,Private-sector,405723,Pre-higher-education,2,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,Central-America,<=50K
1635,*,Private-sector,175942,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,>50K
1636,*,Private-sector,284196,Pre-higher-education,6,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,40,North-America,<=50K
1637,*,Private-sector,89718,Pre-higher-education,9,Never-married,Non-manual,Not-in-family,White,Female,2202,0,48,North-America,<=50K
1638,*,Self-employed,175761,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
1639,*,Private-sector,206369,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,5178,0,50,North-America,>50K
1641,*,Private-sector,285066,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
1642,*,Private-sector,126754,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,15024,0,40,North-America,>50K
1643,*,Government,209280,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,6514,0,35,North-America,>50K
1644,*,Self-employed,52888,Higher-education,15,Married-spouse-present,Non-manual,Wife,White,Female,0,0,10,North-America,<=50K
1645,*,Self-employed,133821,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,0,20,North-America,>50K
1646,*,Private-sector,240763,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,<=50K
1647,*,Private-sector,39054,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
1648,*,Private-sector,119272,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,55,North-America,>50K
1649,*,Private-sector,143372,Pre-higher-education,6,Previously-married,Non-manual,Not-in-family,Non-White,Female,0,0,40,North-America,<=50K
1650,*,Private-sector,323421,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Male,0,0,20,North-America,<=50K
1651,*,Self-employed,136028,Pre-higher-education,5,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,30,North-America,<=50K
1652,*,Self-employed,163189,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
1653,*,Government,202729,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
1654,*,Private-sector,421871,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,>50K
1655,*,Private-sector,120277,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,15024,0,50,Western-Europe,>50K
1656,*,Unknown,211798,Pre-higher-education,9,Previously-married,Unknown,Unmarried,White,Female,0,0,40,North-America,<=50K
1657,*,Private-sector,198901,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,48,North-America,<=50K
1658,*,Private-sector,214617,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,16,North-America,<=50K
1659,*,Self-employed,179715,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,18,North-America,<=50K
1660,*,Government,107231,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,2002,40,North-America,<=50K
1661,*,Private-sector,110355,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
1662,*,Private-sector,184378,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
1663,*,Private-sector,273454,Pre-higher-education,4,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,Caribbean,<=50K
1664,*,Private-sector,443040,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,<=50K
1665,*,Unknown,71701,Pre-higher-education,9,Previously-married,Unknown,Unmarried,White,Female,0,0,40,North-America,<=50K
1666,*,Self-employed,160151,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
1667,*,Private-sector,107991,Pre-higher-education,7,Never-married,Non-manual,Not-in-family,White,Male,0,0,45,North-America,<=50K
1668,*,Private-sector,94391,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
1669,*,Private-sector,99835,Higher-education,15,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,>50K
1670,*,Private-sector,43711,Higher-education,12,Married-spouse-present,Non-manual,Husband,White,Male,7688,0,40,North-America,>50K
1671,*,Private-sector,83756,Higher-education,10,Never-married,Non-manual,Unmarried,White,Male,0,0,50,North-America,<=50K
1672,*,Private-sector,120914,Pre-higher-education,4,Married-spouse-present,Manual-or-service,Husband,White,Male,2961,0,40,North-America,<=50K
1673,*,Private-sector,180052,Higher-education,10,Never-married,Non-manual,Own-child,White,Male,0,0,20,North-America,<=50K
1674,*,Private-sector,170846,Higher-education,12,Married-spouse-present,Non-manual,Wife,White,Female,0,0,40,Western-Europe,>50K
1675,*,Private-sector,37937,Higher-education,14,Previously-married,Non-manual,Unmarried,White,Male,0,0,50,North-America,<=50K
1677,*,Private-sector,38455,Higher-education,10,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
1678,*,Government,128059,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,50,North-America,<=50K
1679,*,Private-sector,420895,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
1680,*,Private-sector,166744,Pre-higher-education,9,Previously-married,Manual-or-service,Unmarried,White,Female,0,0,12,North-America,<=50K
1681,*,Private-sector,238768,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,60,North-America,<=50K
1682,*,Private-sector,176270,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,99999,0,60,North-America,>50K
1683,*,Private-sector,140592,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Wife,White,Female,0,0,40,North-America,<=50K
1684,*,Self-employed,211466,Pre-higher-education,9,Never-married,Manual-or-service,Own-child,White,Male,0,0,80,North-America,<=50K
1685,*,Private-sector,188540,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,1902,45,North-America,>50K
1687,*,Private-sector,171150,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,1887,50,North-America,>50K
1688,*,Private-sector,117496,Pre-higher-education,5,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,36,North-America,<=50K
1689,*,Private-sector,145160,Higher-education,16,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
1690,*,Private-sector,28520,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Female,0,0,40,North-America,<=50K
1691,*,Private-sector,103851,Pre-higher-education,7,Never-married,Non-manual,Own-child,White,Female,1055,0,20,North-America,<=50K
1692,*,Private-sector,375077,Pre-higher-education,9,Never-married,Non-manual,Own-child,White,Male,0,0,50,North-America,<=50K
1693,*,Government,281590,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,15024,0,40,North-America,>50K
1694,*,Private-sector,151504,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,<=50K
1695,*,Private-sector,415287,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,1902,40,North-America,>50K
1696,*,Private-sector,32212,Pre-higher-education,9,Married-spouse-present,Non-manual,Wife,White,Female,0,0,43,North-America,<=50K
1697,*,Private-sector,123606,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
1698,*,Private-sector,202565,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,45,North-America,<=50K
1699,*,Private-sector,177927,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,0,60,North-America,<=50K
1700,*,Private-sector,256723,Higher-education,10,Previously-married,Non-manual,Unmarried,Non-White,Female,0,0,35,North-America,<=50K
1701,*,Private-sector,46247,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Female,0,0,15,North-America,<=50K
1702,*,Private-sector,266926,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
1703,*,Private-sector,112031,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,50,North-America,<=50K
1704,*,Unknown,376277,Higher-education,10,Previously-married,Unknown,Not-in-family,White,Female,0,0,35,North-America,<=50K
1705,*,Private-sector,168817,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
1706,*,Private-sector,187487,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,48,North-America,>50K
1707,*,Unknown,158784,Pre-higher-education,4,Previously-married,Unknown,Not-in-family,White,Female,0,0,40,North-America,<=50K
1709,*,Private-sector,201723,Higher-education,14,Married-spouse-present,Non-manual,Husband,White,Male,0,1902,40,North-America,>50K
1710,*,Private-sector,267408,Pre-higher-education,9,Previously-married,Non-manual,Other-relative,White,Female,0,0,15,North-America,<=50K
1712,*,Private-sector,105444,Pre-higher-education,8,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,39,North-America,<=50K
1713,*,Private-sector,156728,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
1714,*,Private-sector,148600,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,<=50K
1715,*,Private-sector,19914,Higher-education,10,Previously-married,Non-manual,Unmarried,Non-White,Female,0,0,40,North-America,<=50K
1716,*,Private-sector,190767,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
1717,*,Private-sector,233955,Higher-education,14,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,45,East-Asia,>50K
1718,*,Private-sector,30381,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,45,North-America,>50K
1719,*,Private-sector,187069,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,45,North-America,<=50K
1720,*,Private-sector,367314,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
1721,*,Government,101119,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,70,North-America,<=50K
1722,*,Private-sector,86551,Higher-education,13,Previously-married,Non-manual,Not-in-family,White,Male,0,0,48,North-America,>50K
1723,*,Government,218995,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,0,0,42,North-America,>50K
1724,*,Private-sector,57711,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Female,0,0,30,North-America,<=50K
1725,*,Private-sector,303521,Higher-education,10,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
1726,*,Private-sector,199067,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,>50K
1727,*,Private-sector,247445,Pre-higher-education,9,Previously-married,Non-manual,Not-in-family,White,Male,0,0,45,North-America,<=50K
1728,*,Private-sector,186078,Higher-education,14,Married-spouse-present,Non-manual,Wife,White,Female,0,0,50,North-America,>50K
1729,*,Private-sector,77634,Higher-education,11,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,42,North-America,<=50K
1730,*,Private-sector,180060,Higher-education,14,Never-married,Non-manual,Own-child,White,Male,6849,0,90,North-America,<=50K
1731,*,Private-sector,56482,Higher-education,10,Never-married,Non-manual,Not-in-family,Non-White,Male,0,0,40,North-America,<=50K
1733,*,Private-sector,239755,Higher-education,13,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,38,North-America,<=50K
1734,*,Private-sector,377680,Higher-education,11,Never-married,Non-manual,Not-in-family,White,Male,0,0,50,North-America,<=50K
1735,*,Self-employed,134960,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,15024,0,35,North-America,>50K
1736,*,Private-sector,294493,Higher-education,13,Never-married,Manual-or-service,Other-relative,White,Male,0,0,40,North-America,<=50K
1737,*,Private-sector,32616,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Female,0,1719,16,North-America,<=50K
1739,*,Government,52267,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,72,North-America,<=50K
1740,*,Private-sector,117963,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
1741,*,Private-sector,98881,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Wife,White,Female,0,0,32,North-America,<=50K
1742,*,Private-sector,196963,Pre-higher-education,4,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,30,North-America,<=50K
1743,*,Private-sector,166988,Higher-education,13,Never-married,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
1744,*,Self-employed,193459,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,60,North-America,<=50K
1745,*,Private-sector,182342,Higher-education,10,Previously-married,Non-manual,Not-in-family,White,Female,0,0,55,North-America,<=50K
1746,*,Private-sector,496743,Higher-education,13,Never-married,Non-manual,Own-child,White,Male,0,0,40,North-America,<=50K
1747,*,Private-sector,154781,Pre-higher-education,9,Never-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
1748,*,Private-sector,219371,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Female,0,0,35,North-America,<=50K
1749,*,Private-sector,99179,Pre-higher-education,7,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
1750,*,Private-sector,224910,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Female,0,0,40,North-America,<=50K
1751,*,Private-sector,304651,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,60,North-America,<=50K
1752,*,Private-sector,349689,Pre-higher-education,9,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
1753,*,Private-sector,106850,Pre-higher-education,6,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,40,North-America,<=50K
1754,*,Self-employed,196328,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,45,North-America,>50K
1755,*,Private-sector,169323,Higher-education,13,Married-spouse-present,Non-manual,Own-child,White,Female,0,0,40,North-America,<=50K
1757,*,Self-employed,34037,Pre-higher-education,9,Never-married,Manual-or-service,Not-in-family,White,Male,0,0,70,North-America,<=50K
1758,*,Unknown,167651,Pre-higher-education,9,Married-spouse-present,Unknown,Husband,White,Male,0,0,40,North-America,<=50K
1759,*,Private-sector,197384,Higher-education,10,Never-married,Manual-or-service,Own-child,White,Female,0,0,10,North-America,<=50K
1760,*,Private-sector,251795,Higher-education,10,Married-spouse-present,Non-manual,Wife,White,Female,0,0,50,North-America,>50K
1761,*,Unknown,266081,Pre-higher-education,9,Married-spouse-present,Unknown,Husband,White,Male,0,0,40,North-America,<=50K
1762,*,Private-sector,165309,Higher-education,13,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
1763,*,Private-sector,215873,Pre-higher-education,6,Never-married,Manual-or-service,Own-child,Non-White,Male,0,0,45,North-America,<=50K
1764,*,Private-sector,133938,Higher-education,14,Previously-married,Non-manual,Not-in-family,White,Female,27828,0,50,North-America,>50K
1765,*,Private-sector,159816,Higher-education,13,Married-spouse-present,Non-manual,Wife,White,Female,99999,0,20,North-America,>50K
1766,*,Private-sector,228424,Pre-higher-education,9,Never-married,Manual-or-service,Other-relative,Non-White,Male,0,0,40,North-America,<=50K
1767,*,Private-sector,195576,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
1768,*,Private-sector,105200,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Husband,White,Male,6767,0,20,North-America,<=50K
1769,*,Private-sector,167350,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,3103,0,40,North-America,>50K
1770,*,Private-sector,52199,Pre-higher-education,9,Married-spouse-absent,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
1771,*,Private-sector,171338,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,99999,0,50,North-America,>50K
1772,*,Private-sector,120173,Higher-education,11,Married-spouse-present,Manual-or-service,Husband,White,Male,3103,0,50,North-America,>50K
1774,*,Private-sector,169818,Pre-higher-education,9,Married-spouse-present,Manual-or-service,Wife,Non-White,Female,0,0,40,North-America,>50K
1775,*,Private-sector,288419,Pre-higher-education,6,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
1776,*,Private-sector,207546,Pre-higher-education,7,Married-spouse-present,Manual-or-service,Husband,White,Male,0,0,40,North-America,<=50K
1777,*,Government,147707,Pre-higher-education,9,Previously-married,Manual-or-service,Unmarried,White,Male,0,2339,40,North-America,<=50K
1778,*,Unknown,228373,Pre-higher-education,6,Never-married,Unknown,Own-child,White,Male,0,0,30,North-America,<=50K
1779,*,Private-sector,193882,Higher-education,10,Married-spouse-present,Non-manual,Husband,White,Male,7688,0,40,North-America,>50K
1780,*,Private-sector,31033,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,7298,0,40,North-America,>50K
1781,*,Private-sector,272950,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
1782,*,Private-sector,183523,Pre-higher-education,6,Never-married,Manual-or-service,Own-child,White,Male,0,0,40,North-America,<=50K
1783,*,Private-sector,238415,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,50,North-America,>50K
1784,*,Private-sector,19302,Higher-education,12,Never-married,Non-manual,Not-in-family,White,Male,2202,0,38,North-America,<=50K
1785,*,Government,339671,Higher-education,13,Married-spouse-absent,Non-manual,Not-in-family,White,Female,8614,0,45,North-America,>50K
1786,*,Government,103260,Higher-education,14,Married-spouse-present,Non-manual,Wife,White,Female,0,0,35,North-America,>50K
1787,*,Private-sector,79331,Higher-education,14,Married-spouse-present,Non-manual,Husband,Non-White,Male,15024,0,40,North-America,>50K
1788,*,Private-sector,135056,Higher-education,12,Previously-married,Non-manual,Unmarried,White,Female,0,0,40,North-America,<=50K
1790,*,Government,188569,Pre-higher-education,5,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
1791,*,Private-sector,57322,Higher-education,12,Previously-married,Manual-or-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
1792,*,Private-sector,178309,Pre-higher-education,5,Never-married,Manual-or-service,Unmarried,White,Female,0,0,50,North-America,<=50K
1793,*,Private-sector,166107,Higher-education,14,Never-married,Non-manual,Not-in-family,Non-White,Female,0,0,40,Southeast-Asia,<=50K
1794,*,Private-sector,53042,Higher-education,10,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,Caribbean,<=50K
1795,*,Private-sector,155343,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,3103,0,40,North-America,>50K
1796,*,Private-sector,35595,Higher-education,13,Never-married,Non-manual,Not-in-family,White,Male,0,0,40,North-America,<=50K
1797,*,Private-sector,429507,Higher-education,12,Married-spouse-present,Manual-or-service,Husband,Non-White,Male,0,0,40,North-America,<=50K
1798,*,Government,159670,Pre-higher-education,9,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,>50K
1799,*,Private-sector,151210,Pre-higher-education,4,Previously-married,Non-manual,Not-in-family,White,Female,0,0,40,North-America,<=50K
1800,*,Private-sector,186792,Higher-education,13,Married-spouse-present,Non-manual,Husband,White,Male,0,0,40,North-America,<=50K
1801,*,Private-sector,204640,Higher-education,10,Previously-married,Non-manual,Unmarried,Non-White,Female,0,0,40,North-America,<=50K
1802,*,Private-sector,87205,Pre-higher-education,9,Previously-married,Manual-or-service,Not-in-family,White,Female,0,0,38,North-America,<=50K
1803,*,Self-employed,112847,Higher-education,15,Married-spouse-present,Non-manual,Husband,Non-White,Male,0,0,40,North-America,>50K
1804,*,Private-sector,107306,Pre-higher-education,9,Never-married,Non-manual,Not-in-family,White,Male,2174,0,40,North-America,<=50K
