target_id,known_values,qid_filter_values,refine_values,qid_exposed_values,qid_equivalence_class_size,stage1_equivalence_class_size,reduced_equivalence_class_size,stage2_equivalence_class_size,equivalence_class_size,equivalence_class_reduction,equivalence_class_reduction_rate,true_record_in_qid_class,true_record_in_reduced_class,unique_reidentified,false_unique_match,true_sensitive_value,predicted_sensitive_top_value,predicted_sensitive_top_probability,true_sensitive_probability,sensitive_value_certain,n_distinct_sensitive_values,sensitive_distribution_json
3684,age=46 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=46 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,318,318,318,28831,0.989091,True,True,False,False,<=50K,>50K,0.597484,0.402516,False,2,"{"">50K"": 0.597484, ""<=50K"": 0.402516}"
29224,age=39 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=39 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,60,60,60,29089,0.997942,True,True,False,False,<=50K,<=50K,0.85,0.85,False,2,"{""<=50K"": 0.85, "">50K"": 0.15}"
13432,age=31 | sex=Male | native-country=Columbia | relationship=Husband | capital-loss=0,native-country=Columbia,age=31 | sex=Male | relationship=Husband | capital-loss=0,native-country=South-America,38,38,2,2,2,36,0.947368,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
31590,age=33 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=33 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,80,80,80,29069,0.997255,True,True,False,False,<=50K,<=50K,0.9125,0.9125,False,2,"{""<=50K"": 0.9125, "">50K"": 0.0875}"
18413,age=90 | sex=Female | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=90 | sex=Female | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,3,3,3,29146,0.999897,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
1657,age=47 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=47 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,334,334,334,28815,0.988542,True,True,False,False,<=50K,>50K,0.586826,0.413174,False,2,"{"">50K"": 0.586826, ""<=50K"": 0.413174}"
8582,age=22 | sex=Male | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=22 | sex=Male | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,192,192,192,28957,0.993413,True,True,False,False,<=50K,<=50K,0.989583,0.989583,False,2,"{""<=50K"": 0.989583, "">50K"": 0.010417}"
11597,age=41 | sex=Female | native-country=Taiwan | relationship=Wife | capital-loss=0,native-country=Taiwan,age=41 | sex=Female | relationship=Wife | capital-loss=0,native-country=East-Asia,249,249,2,2,2,247,0.991968,True,True,False,False,>50K,<=50K,0.5,0.5,False,2,"{""<=50K"": 0.5, "">50K"": 0.5}"
22218,age=46 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=1590,native-country=United-States,age=46 | sex=Female | relationship=Unmarried | capital-loss=1590,native-country=North-America,29149,29149,1,1,1,29148,0.999966,True,True,True,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
761,age=59 | sex=Female | native-country=United-States | relationship=Wife | capital-loss=0,native-country=United-States,age=59 | sex=Female | relationship=Wife | capital-loss=0,native-country=North-America,29149,29149,13,13,13,29136,0.999554,True,True,False,False,>50K,>50K,0.615385,0.615385,False,2,"{"">50K"": 0.615385, ""<=50K"": 0.384615}"
8455,age=36 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=36 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,112,112,112,29037,0.996158,True,True,False,False,<=50K,<=50K,0.821429,0.821429,False,2,"{""<=50K"": 0.821429, "">50K"": 0.178571}"
27837,age=59 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=59 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,177,177,177,28972,0.993928,True,True,False,False,>50K,<=50K,0.502825,0.497175,False,2,"{""<=50K"": 0.502825, "">50K"": 0.497175}"
6055,age=45 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=45 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,73,73,73,29076,0.997496,True,True,False,False,<=50K,<=50K,0.712329,0.712329,False,2,"{""<=50K"": 0.712329, "">50K"": 0.287671}"
23332,age=20 | sex=Male | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=20 | sex=Male | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,231,231,231,28918,0.992075,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
10338,age=62 | sex=Female | native-country=United-States | relationship=Other-relative | capital-loss=0,native-country=United-States,age=62 | sex=Female | relationship=Other-relative | capital-loss=0,native-country=North-America,29149,29149,4,4,4,29145,0.999863,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
21340,age=59 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=59 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,177,177,177,28972,0.993928,True,True,False,False,<=50K,<=50K,0.502825,0.502825,False,2,"{""<=50K"": 0.502825, "">50K"": 0.497175}"
17454,age=51 | sex=Female | native-country=United-States | relationship=Wife | capital-loss=0,native-country=United-States,age=51 | sex=Female | relationship=Wife | capital-loss=0,native-country=North-America,29149,29149,30,30,30,29119,0.998971,True,True,False,False,>50K,>50K,0.566667,0.566667,False,2,"{"">50K"": 0.566667, ""<=50K"": 0.433333}"
16956,age=25 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=25 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,94,94,94,29055,0.996775,True,True,False,False,<=50K,<=50K,0.989362,0.989362,False,2,"{""<=50K"": 0.989362, "">50K"": 0.010638}"
4411,age=43 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=43 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,345,345,345,28804,0.988164,True,True,False,False,>50K,<=50K,0.533333,0.466667,False,2,"{""<=50K"": 0.533333, "">50K"": 0.466667}"
6747,age=21 | sex=Male | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=21 | sex=Male | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,214,214,214,28935,0.992658,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
3057,age=69 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=69 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,59,59,59,29090,0.997976,True,True,False,False,<=50K,<=50K,0.711864,0.711864,False,2,"{""<=50K"": 0.711864, "">50K"": 0.288136}"
9880,age=31 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=31 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,292,292,292,28857,0.989983,True,True,False,False,<=50K,<=50K,0.643836,0.643836,False,2,"{""<=50K"": 0.643836, "">50K"": 0.356164}"
20396,age=41 | sex=Female | native-country=Canada | relationship=Not-in-family | capital-loss=0,native-country=Canada,age=41 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,64,64,64,29085,0.997804,True,True,False,False,<=50K,<=50K,0.90625,0.90625,False,2,"{""<=50K"": 0.90625, "">50K"": 0.09375}"
26078,age=19 | sex=Female | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=19 | sex=Female | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,221,221,221,28928,0.992418,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
27404,age=61 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=61 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,39,39,39,29110,0.998662,True,True,False,False,<=50K,<=50K,0.948718,0.948718,False,2,"{""<=50K"": 0.948718, "">50K"": 0.051282}"
3550,age=39 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=39 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,317,317,317,28832,0.989125,True,True,False,False,<=50K,<=50K,0.526814,0.526814,False,2,"{""<=50K"": 0.526814, "">50K"": 0.473186}"
13755,age=23 | sex=Female | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=23 | sex=Female | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,139,139,139,29010,0.995231,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
6091,age=55 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=55 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,200,200,200,28949,0.993139,True,True,False,False,<=50K,>50K,0.505,0.495,False,2,"{"">50K"": 0.505, ""<=50K"": 0.495}"
4939,age=28 | sex=Female | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=28 | sex=Female | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,49,49,49,29100,0.998319,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
22141,age=39 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=39 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,60,60,60,29089,0.997942,True,True,False,False,>50K,<=50K,0.85,0.15,False,2,"{""<=50K"": 0.85, "">50K"": 0.15}"
1560,age=18 | sex=Male | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=18 | sex=Male | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,226,226,226,28923,0.992247,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
24858,age=54 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=54 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,212,212,212,28937,0.992727,True,True,False,False,>50K,>50K,0.528302,0.528302,False,2,"{"">50K"": 0.528302, ""<=50K"": 0.471698}"
2960,age=23 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=23 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,142,142,142,29007,0.995128,True,True,False,False,<=50K,<=50K,0.992958,0.992958,False,2,"{""<=50K"": 0.992958, "">50K"": 0.007042}"
25400,age=49 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=49 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,62,62,62,29087,0.997873,True,True,False,False,<=50K,<=50K,0.919355,0.919355,False,2,"{""<=50K"": 0.919355, "">50K"": 0.080645}"
25791,age=27 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=27 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,148,148,148,29001,0.994923,True,True,False,False,<=50K,<=50K,0.952703,0.952703,False,2,"{""<=50K"": 0.952703, "">50K"": 0.047297}"
19638,age=34 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=34 | sex=Female | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,77,77,77,29072,0.997358,True,True,False,False,<=50K,<=50K,0.987013,0.987013,False,2,"{""<=50K"": 0.987013, "">50K"": 0.012987}"
5708,age=43 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=43 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,345,345,345,28804,0.988164,True,True,False,False,>50K,<=50K,0.533333,0.466667,False,2,"{""<=50K"": 0.533333, "">50K"": 0.466667}"
7568,age=26 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=26 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,118,118,118,29031,0.995952,True,True,False,False,<=50K,<=50K,0.991525,0.991525,False,2,"{""<=50K"": 0.991525, "">50K"": 0.008475}"
27139,age=25 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=25 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,142,142,142,29007,0.995128,True,True,False,False,<=50K,<=50K,0.93662,0.93662,False,2,"{""<=50K"": 0.93662, "">50K"": 0.06338}"
19525,age=47 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=47 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,334,334,334,28815,0.988542,True,True,False,False,>50K,>50K,0.586826,0.586826,False,2,"{"">50K"": 0.586826, ""<=50K"": 0.413174}"
20565,age=25 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=25 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,132,132,132,29017,0.995472,True,True,False,False,<=50K,<=50K,0.818182,0.818182,False,2,"{""<=50K"": 0.818182, "">50K"": 0.181818}"
1121,age=45 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=45 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,79,79,79,29070,0.99729,True,True,False,False,<=50K,<=50K,0.911392,0.911392,False,2,"{""<=50K"": 0.911392, "">50K"": 0.088608}"
1151,age=40 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=40 | sex=Female | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,76,76,76,29073,0.997393,True,True,False,False,<=50K,<=50K,0.986842,0.986842,False,2,"{""<=50K"": 0.986842, "">50K"": 0.013158}"
19330,age=48 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=48 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,247,247,247,28902,0.991526,True,True,False,False,<=50K,>50K,0.554656,0.445344,False,2,"{"">50K"": 0.554656, ""<=50K"": 0.445344}"
1762,age=41 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=41 | sex=Female | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,77,77,77,29072,0.997358,True,True,False,False,<=50K,<=50K,0.935065,0.935065,False,2,"{""<=50K"": 0.935065, "">50K"": 0.064935}"
30736,age=39 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=39 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,317,317,317,28832,0.989125,True,True,False,False,>50K,<=50K,0.526814,0.473186,False,2,"{""<=50K"": 0.526814, "">50K"": 0.473186}"
22845,age=57 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=2824,native-country=United-States,age=57 | sex=Male | relationship=Not-in-family | capital-loss=2824,native-country=North-America,29149,29149,1,1,1,29148,0.999966,True,True,True,False,>50K,>50K,1.0,1.0,True,1,"{"">50K"": 1.0}"
10881,age=28 | sex=Female | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=28 | sex=Female | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,49,49,49,29100,0.998319,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
20108,age=43 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=43 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,84,84,84,29065,0.997118,True,True,False,False,<=50K,<=50K,0.857143,0.857143,False,2,"{""<=50K"": 0.857143, "">50K"": 0.142857}"
17384,age=45 | sex=Female | native-country=United-States | relationship=Wife | capital-loss=0,native-country=United-States,age=45 | sex=Female | relationship=Wife | capital-loss=0,native-country=North-America,29149,29149,23,23,23,29126,0.999211,True,True,False,False,<=50K,<=50K,0.565217,0.565217,False,2,"{""<=50K"": 0.565217, "">50K"": 0.434783}"
8638,age=30 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=30 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,273,273,273,28876,0.990634,True,True,False,False,<=50K,<=50K,0.648352,0.648352,False,2,"{""<=50K"": 0.648352, "">50K"": 0.351648}"
15149,age=35 | sex=Female | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=35 | sex=Female | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,23,23,23,29126,0.999211,True,True,False,False,<=50K,<=50K,0.956522,0.956522,False,2,"{""<=50K"": 0.956522, "">50K"": 0.043478}"
11957,age=49 | sex=Female | native-country=United-States | relationship=Wife | capital-loss=0,native-country=United-States,age=49 | sex=Female | relationship=Wife | capital-loss=0,native-country=North-America,29149,29149,21,21,21,29128,0.99928,True,True,False,False,>50K,>50K,0.619048,0.619048,False,2,"{"">50K"": 0.619048, ""<=50K"": 0.380952}"
28759,age=32 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=32 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,306,306,306,28843,0.989502,True,True,False,False,>50K,<=50K,0.614379,0.385621,False,2,"{""<=50K"": 0.614379, "">50K"": 0.385621}"
20951,age=57 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=57 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,30,30,30,29119,0.998971,True,True,False,False,<=50K,<=50K,0.766667,0.766667,False,2,"{""<=50K"": 0.766667, "">50K"": 0.233333}"
21292,age=62 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=62 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,132,132,132,29017,0.995472,True,True,False,False,<=50K,<=50K,0.628788,0.628788,False,2,"{""<=50K"": 0.628788, "">50K"": 0.371212}"
12080,age=18 | sex=Female | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=18 | sex=Female | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,204,204,204,28945,0.993001,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
17496,age=43 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=43 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,345,345,345,28804,0.988164,True,True,False,False,<=50K,<=50K,0.533333,0.533333,False,2,"{""<=50K"": 0.533333, "">50K"": 0.466667}"
26573,age=22 | sex=Female | native-country=United-States | relationship=Other-relative | capital-loss=0,native-country=United-States,age=22 | sex=Female | relationship=Other-relative | capital-loss=0,native-country=North-America,29149,29149,11,11,11,29138,0.999623,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
32480,age=41 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=41 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,327,327,327,28822,0.988782,True,True,False,False,>50K,>50K,0.525994,0.525994,False,2,"{"">50K"": 0.525994, ""<=50K"": 0.474006}"
30245,age=18 | sex=Female | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=18 | sex=Female | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,204,204,204,28945,0.993001,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
29095,age=41 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=41 | sex=Female | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,77,77,77,29072,0.997358,True,True,False,False,<=50K,<=50K,0.935065,0.935065,False,2,"{""<=50K"": 0.935065, "">50K"": 0.064935}"
28407,age=53 | sex=Female | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=53 | sex=Female | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,29,29,29,29120,0.999005,True,True,False,False,<=50K,<=50K,0.965517,0.965517,False,2,"{""<=50K"": 0.965517, "">50K"": 0.034483}"
30270,age=24 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=24 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,113,113,113,29036,0.996123,True,True,False,False,<=50K,<=50K,0.884956,0.884956,False,2,"{""<=50K"": 0.884956, "">50K"": 0.115044}"
32157,age=45 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=45 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,316,316,316,28833,0.989159,True,True,False,False,<=50K,>50K,0.572785,0.427215,False,2,"{"">50K"": 0.572785, ""<=50K"": 0.427215}"
1335,age=33 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=33 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,80,80,80,29069,0.997255,True,True,False,False,<=50K,<=50K,0.9125,0.9125,False,2,"{""<=50K"": 0.9125, "">50K"": 0.0875}"
25488,age=26 | sex=Male | native-country=United-States | relationship=Other-relative | capital-loss=0,native-country=United-States,age=26 | sex=Male | relationship=Other-relative | capital-loss=0,native-country=North-America,29149,29149,22,22,22,29127,0.999245,True,True,False,False,<=50K,<=50K,0.954545,0.954545,False,2,"{""<=50K"": 0.954545, "">50K"": 0.045455}"
26123,age=40 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=40 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,318,318,318,28831,0.989091,True,True,False,False,>50K,>50K,0.525157,0.525157,False,2,"{"">50K"": 0.525157, ""<=50K"": 0.474843}"
12400,age=34 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=34 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,83,83,83,29066,0.997153,True,True,False,False,<=50K,<=50K,0.891566,0.891566,False,2,"{""<=50K"": 0.891566, "">50K"": 0.108434}"
16619,age=36 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=36 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,112,112,112,29037,0.996158,True,True,False,False,>50K,<=50K,0.821429,0.178571,False,2,"{""<=50K"": 0.821429, "">50K"": 0.178571}"
21867,age=25 | sex=Female | native-country=United-States | relationship=Wife | capital-loss=0,native-country=United-States,age=25 | sex=Female | relationship=Wife | capital-loss=0,native-country=North-America,29149,29149,32,32,32,29117,0.998902,True,True,False,False,<=50K,<=50K,0.6875,0.6875,False,2,"{""<=50K"": 0.6875, "">50K"": 0.3125}"
21346,age=27 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=27 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,182,182,182,28967,0.993756,True,True,False,False,<=50K,<=50K,0.807692,0.807692,False,2,"{""<=50K"": 0.807692, "">50K"": 0.192308}"
24335,age=37 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=37 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,370,370,370,28779,0.987307,True,True,False,False,<=50K,<=50K,0.505405,0.505405,False,2,"{""<=50K"": 0.505405, "">50K"": 0.494595}"
32160,age=23 | sex=Female | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=23 | sex=Female | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,139,139,139,29010,0.995231,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
17297,age=30 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=30 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,122,122,122,29027,0.995815,True,True,False,False,<=50K,<=50K,0.844262,0.844262,False,2,"{""<=50K"": 0.844262, "">50K"": 0.155738}"
9376,age=42 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=42 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,329,329,329,28820,0.988713,True,True,False,False,<=50K,<=50K,0.50152,0.50152,False,2,"{""<=50K"": 0.50152, "">50K"": 0.49848}"
15174,age=27 | sex=Female | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=27 | sex=Female | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,109,109,109,29040,0.996261,True,True,False,False,<=50K,<=50K,0.972477,0.972477,False,2,"{""<=50K"": 0.972477, "">50K"": 0.027523}"
8006,age=19 | sex=Female | native-country=United-States | relationship=Own-child | capital-loss=0,native-country=United-States,age=19 | sex=Female | relationship=Own-child | capital-loss=0,native-country=North-America,29149,29149,221,221,221,28928,0.992418,True,True,False,False,<=50K,<=50K,1.0,1.0,True,1,"{""<=50K"": 1.0}"
17166,age=43 | sex=Male | native-country=United-States | relationship=Not-in-family | capital-loss=0,native-country=United-States,age=43 | sex=Male | relationship=Not-in-family | capital-loss=0,native-country=North-America,29149,29149,84,84,84,29065,0.997118,True,True,False,False,<=50K,<=50K,0.857143,0.857143,False,2,"{""<=50K"": 0.857143, "">50K"": 0.142857}"
16504,age=30 | sex=Female | native-country=United-States | relationship=Other-relative | capital-loss=0,native-country=United-States,age=30 | sex=Female | relationship=Other-relative | capital-loss=0,native-country=North-America,29149,29149,5,5,5,29144,0.999828,True,True,False,False,<=50K,<=50K,0.8,0.8,False,2,"{""<=50K"": 0.8, "">50K"": 0.2}"
25568,age=73 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=73 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,30,30,30,29119,0.998971,True,True,False,False,<=50K,<=50K,0.866667,0.866667,False,2,"{""<=50K"": 0.866667, "">50K"": 0.133333}"
21557,age=48 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=48 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,247,247,247,28902,0.991526,True,True,False,False,>50K,>50K,0.554656,0.554656,False,2,"{"">50K"": 0.554656, ""<=50K"": 0.445344}"
3499,age=26 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=26 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,170,170,170,28979,0.994168,True,True,False,False,<=50K,<=50K,0.8,0.8,False,2,"{""<=50K"": 0.8, "">50K"": 0.2}"
18439,age=57 | sex=Male | native-country=United-States | relationship=Unmarried | capital-loss=0,native-country=United-States,age=57 | sex=Male | relationship=Unmarried | capital-loss=0,native-country=North-America,29149,29149,7,7,7,29142,0.99976,True,True,False,False,<=50K,<=50K,0.714286,0.714286,False,2,"{""<=50K"": 0.714286, "">50K"": 0.285714}"
9204,age=37 | sex=Male | native-country=United-States | relationship=Husband | capital-loss=0,native-country=United-States,age=37 | sex=Male | relationship=Husband | capital-loss=0,native-country=North-America,29149,29149,370,370,370,28779,0.987307,True,True,False,False,>50K,<=50K,0.505405,0.494595,False,2,"{""<=50K"": 0.505405, "">50K"": 0.494595}"
